,names,pvals,logfoldchanges,condition,cellline
15626776,RPL4,4.628282558216184e-20,-0.2676180899143219,azelaic-acid,HELA
15626777,DNASE1L1,7.404140435224017e-20,-0.334589272737503,azelaic-acid,HELA
15626778,CALCOCO1,7.546509810931055e-20,-0.3726197481155395,azelaic-acid,HELA
15626779,PIAS1,9.960969893475845e-20,-0.2073957622051239,azelaic-acid,HELA
15626780,MAU2,1.0828217143509834e-19,-0.3005031049251556,azelaic-acid,HELA
15626781,C1orf21,1.1077420127028192e-19,-0.2218504101037979,azelaic-acid,HELA
15628762,SULT1B1,2.0515706014836985e-12,0.3798536360263824,BRD-K97440753,HELA
15628763,BUB1B,4.5757153198017486e-12,-0.1419872194528579,BRD-K97440753,HELA
15628764,ELOVL6,7.860817726371127e-12,-0.1657267361879348,BRD-K97440753,HELA
15628765,NUP88,1.1808895433291333e-11,-0.1525901108980178,BRD-K97440753,HELA
15628766,LYL1,1.6466557702680588e-11,0.3471202254295349,BRD-K97440753,HELA
15628767,SHBG,2.8514270438973128e-11,0.3576605916023254,BRD-K97440753,HELA
15628768,SHOX,3.999924584066821e-11,0.3717370331287384,BRD-K97440753,HELA
15628769,KRT31,4.6430970596985017e-11,0.4934305846691131,BRD-K97440753,HELA
15628770,DHODH,5.361378613840693e-11,0.278651088476181,BRD-K97440753,HELA
15628771,ALDOA,5.843379240826001e-11,0.1982487589120865,BRD-K97440753,HELA
15628772,OPRL1,6.398122913407361e-11,0.4611844718456268,BRD-K97440753,HELA
15628773,SEMA3C,7.138857814655834e-11,-0.3097797036170959,BRD-K97440753,HELA
15628774,HTT,7.776466133879198e-11,0.3896195292472839,BRD-K97440753,HELA
15628775,MT3,9.399276041073195e-11,0.2930082082748413,BRD-K97440753,HELA
15628776,PMS1,9.854129672457e-11,-0.1800041794776916,BRD-K97440753,HELA
15628777,GLRA2,1.1035377032931477e-10,0.4196274280548095,BRD-K97440753,HELA
15628778,LIM2,1.2412867303737372e-10,0.3740013539791107,BRD-K97440753,HELA
15628779,CHPF2,1.2589057246449437e-10,0.2715620398521423,BRD-K97440753,HELA
15628780,SLC14A2,1.313242110499261e-10,0.3444338142871856,BRD-K97440753,HELA
15628781,RNH1,1.402351403844588e-10,-0.3976352512836456,BRD-K97440753,HELA
15630762,IFNA2,1.9653876960142569e-10,0.3778835237026214,ranolazine,HELA
15630763,OR3A2,2.463702415610417e-10,0.4107343554496765,ranolazine,HELA
15630764,CHRM2,3.7008222761378885e-10,0.4445041716098785,ranolazine,HELA
15630765,SMIM2,5.396963312700788e-10,0.3787746429443359,ranolazine,HELA
15630766,ASB4,5.62361755767698e-10,0.4161646962165832,ranolazine,HELA
15630767,CD101,8.380714523576286e-10,0.4146594107151031,ranolazine,HELA
15630768,KRT31,8.773330860494416e-10,0.4684726893901825,ranolazine,HELA
15630769,ASIP,9.564467906004635e-10,0.3749328851699829,ranolazine,HELA
15630770,MYH15,1.2192697525172403e-09,0.4504373669624328,ranolazine,HELA
15630771,MAGEC3,1.432310875593499e-09,0.4136116802692413,ranolazine,HELA
15630772,TNP2,1.446768185192797e-09,0.4151725172996521,ranolazine,HELA
15630773,KRTAP1-3,1.4687211874061103e-09,0.3443946242332458,ranolazine,HELA
15630774,MOS,1.4687211874061103e-09,0.3906988799571991,ranolazine,HELA
15630775,TRHR,1.4761107456579383e-09,0.4370720684528351,ranolazine,HELA
15630776,NIN,1.6317451300396843e-09,0.4020385146141052,ranolazine,HELA
15630777,SRY,1.7854081272661003e-09,0.4278717637062073,ranolazine,HELA
15630778,DRD3,1.8488983378546603e-09,0.3774846196174621,ranolazine,HELA
15630779,CASP5,1.924154091674826e-09,0.4063985049724579,ranolazine,HELA
15630780,IL3,1.9628928863039464e-09,0.4143440127372741,ranolazine,HELA
15630781,ELOA2,2.042663341509727e-09,0.3588895499706268,ranolazine,HELA
15632762,NUP88,8.806054015806491e-12,-0.1362057775259018,indoramin,HELA
15632763,GPR39,9.716374880661696e-12,0.2739555537700653,indoramin,HELA
15632764,CRYZ,3.513907179268734e-11,-0.1608231961727142,indoramin,HELA
15632765,COG2,4.0328748187167856e-11,0.259204626083374,indoramin,HELA
15632766,CNTN6,4.8787030158022896e-11,0.3551188111305237,indoramin,HELA
15632767,GPR25,7.540325985574207e-11,0.2932423949241638,indoramin,HELA
15632768,POLR1C,1.2492589262064112e-10,-0.178144559264183,indoramin,HELA
15632769,TFAP2A,1.5569318542577447e-10,-0.7192758917808533,indoramin,HELA
15632770,ATF5,1.5908092545176448e-10,-0.1850969344377517,indoramin,HELA
15632771,TNIP1,2.4569697489694716e-10,0.1193244159221649,indoramin,HELA
15632772,HHLA3,3.0973091887778794e-10,0.1998806744813919,indoramin,HELA
15632773,SEMA3C,4.842341785537403e-10,-0.235353335738182,indoramin,HELA
15632774,SCN1B,4.883119242041497e-10,0.3542265295982361,indoramin,HELA
15632775,SOX30,5.26552041570947e-10,0.3570448458194732,indoramin,HELA
15632776,HCN2,5.894483682447228e-10,0.2625928521156311,indoramin,HELA
15632777,MPIG6B,6.596544043482423e-10,0.2972047924995422,indoramin,HELA
15632778,ASL,8.818513804645673e-10,0.2574016451835632,indoramin,HELA
15632779,PRDX2,1.018820812923482e-09,0.2034368216991424,indoramin,HELA
15632780,S100A4,1.1668403898464601e-09,-0.0915954634547233,indoramin,HELA
15632781,PINK1,1.2181894291635176e-09,0.192552164196968,indoramin,HELA
15634762,RAB3B,3.7368950980862977e-07,0.4972231090068817,caffeine,HELA
15634763,RPS5,4.755208744382036e-07,0.434038907289505,caffeine,HELA
15634764,ADAM11,5.109684343818317e-07,0.5478255748748779,caffeine,HELA
15634765,GABRR2,5.171188709257298e-07,0.4549053311347961,caffeine,HELA
15634766,PHOX2A,5.264785699197672e-07,0.391748309135437,caffeine,HELA
15634767,SOS2,5.360015154292533e-07,0.3993250131607055,caffeine,HELA
15634768,ZNF276,5.689590771923591e-07,0.4528314471244812,caffeine,HELA
15634769,TEX13B,5.896623753821726e-07,0.6481566429138184,caffeine,HELA
15634770,NPR2,6.110909344290496e-07,0.8186055421829224,caffeine,HELA
15634771,MARF1,6.295196316881375e-07,0.6722944974899292,caffeine,HELA
15634772,MAN2A2,6.601246433043679e-07,0.4692720770835876,caffeine,HELA
15634773,HOXC13,6.601246433043679e-07,0.5279812216758728,caffeine,HELA
15634774,NECAB2,6.7595996308211e-07,0.4898103177547455,caffeine,HELA
15634775,FGF21,6.799756244377456e-07,0.432452917098999,caffeine,HELA
15634776,ZNF629,6.799756244377456e-07,0.4174278676509857,caffeine,HELA
15634777,HABP4,6.880760211708373e-07,0.6124943494796753,caffeine,HELA
15634778,DPF3,6.880760211708373e-07,0.5876505970954895,caffeine,HELA
15634779,MVK,6.98332338009494e-07,0.4980547130107879,caffeine,HELA
15634780,REXO5,7.045566667668902e-07,0.438726395368576,caffeine,HELA
15634781,TMEM159,7.171660747311705e-07,0.3935873508453369,caffeine,HELA
15636762,TWF2,5.632733591488066e-11,-0.5298177003860474,pyrazolanthrone,HELA
15636763,DDX27,5.6652308033118206e-11,0.3972924053668976,pyrazolanthrone,HELA
15636764,ETFB,6.282537779077458e-11,-0.5269277095794678,pyrazolanthrone,HELA
15636765,DHX29,8.803436758766814e-11,-0.2913480401039123,pyrazolanthrone,HELA
15636766,DDIT4,1.0033983457755599e-10,0.1351730078458786,pyrazolanthrone,HELA
15636767,MAT2A,1.0264513849991556e-10,0.1226361766457557,pyrazolanthrone,HELA
15636768,PNP,1.1335450820241236e-10,0.1522446572780609,pyrazolanthrone,HELA
15636769,XPOT,1.1497096085858312e-10,0.3012290894985199,pyrazolanthrone,HELA
15636770,FXN,1.1827174666444054e-10,0.3370251357555389,pyrazolanthrone,HELA
15636771,RSU1,1.2097890448591054e-10,-0.2397920191287994,pyrazolanthrone,HELA
15636772,COASY,1.3168077220613262e-10,0.2898114919662475,pyrazolanthrone,HELA
15636773,PHC3,1.4492996344923682e-10,0.4394184052944183,pyrazolanthrone,HELA
15636774,MFSD11,1.4991032643010114e-10,0.3323556184768677,pyrazolanthrone,HELA
15636775,RCL1,1.4991032643010114e-10,0.3662653863430023,pyrazolanthrone,HELA
15636776,KRIT1,1.677495195943307e-10,0.4709368348121643,pyrazolanthrone,HELA
15636777,PDZRN4,1.9083608952388163e-10,0.3408468067646026,pyrazolanthrone,HELA
15636778,SPTAN1,2.0069110499534371e-10,-0.3412621319293976,pyrazolanthrone,HELA
15636779,TAOK1,2.146077810185416e-10,0.450312077999115,pyrazolanthrone,HELA
15636780,METTL3,2.399242262351925e-10,0.453151524066925,pyrazolanthrone,HELA
15636781,CEP152,2.5365383238505887e-10,0.3059222400188446,pyrazolanthrone,HELA
15638762,HMGN2,2.1206847451654072e-11,0.4874283671379089,BRD-K55591206,HELA
15638763,MYC,2.3162529170360477e-11,0.1287133544683456,BRD-K55591206,HELA
15638764,DDX27,2.631909146922479e-11,0.3746788203716278,BRD-K55591206,HELA
15638765,TSR2,2.6846548000838497e-11,0.4960561990737915,BRD-K55591206,HELA
15638766,DLD,2.998018958311434e-11,0.1315237134695053,BRD-K55591206,HELA
15638767,CFL1,3.0752673874407594e-11,0.5395447015762329,BRD-K55591206,HELA
15638768,QRICH1,3.452545065496053e-11,0.2383448332548141,BRD-K55591206,HELA
15638769,GNAS,3.756936212461934e-11,0.0771542191505432,BRD-K55591206,HELA
15638770,DHX15,4.496695434724719e-11,0.3593648970127105,BRD-K55591206,HELA
15638771,COQ7,4.809367431252983e-11,0.3090218603610992,BRD-K55591206,HELA
15638772,NONO,5.59268344771425e-11,0.3399653434753418,BRD-K55591206,HELA
15638773,MAT2A,5.7508527636990625e-11,0.1164033487439155,BRD-K55591206,HELA
15638774,GADD45A,5.864166174324333e-11,0.4171050190925598,BRD-K55591206,HELA
15638775,KHDC4,6.097382907981456e-11,0.1879816651344299,BRD-K55591206,HELA
15638776,SRRM1,6.20008787976175e-11,0.2153788655996322,BRD-K55591206,HELA
15638777,TPT1,6.25207296633733e-11,0.6490667462348938,BRD-K55591206,HELA
15638778,LAS1L,6.33966366067116e-11,0.2692117989063263,BRD-K55591206,HELA
15638779,PLS3,7.006731907495658e-11,0.1526611745357513,BRD-K55591206,HELA
15638780,PCBP2,7.084958337675959e-11,0.3356154859066009,BRD-K55591206,HELA
15638781,RPL38,7.5098696415665e-11,0.5230867862701416,BRD-K55591206,HELA
15640762,MEGF8,8.220968621362413e-22,-0.3036222755908966,BRD-K33211335,HELA
15640763,RPL10,2.468462909018333e-21,-0.2292645871639251,BRD-K33211335,HELA
15640764,WDR59,4.985875652337427e-21,-0.2937269210815429,BRD-K33211335,HELA
15640765,DHX38,5.036539001795797e-20,-0.3883792459964752,BRD-K33211335,HELA
15640766,TMEM94,5.0834512344627584e-20,-0.2095517516136169,BRD-K33211335,HELA
15640767,VPS39,1.936572845206177e-19,-0.25916388630867,BRD-K33211335,HELA
15640768,KDM4C,6.821059103080999e-19,-0.300062745809555,BRD-K33211335,HELA
15640769,ARID5A,1.2101382203570818e-18,-0.1846735775470733,BRD-K33211335,HELA
15640770,PWP1,1.2904332621425725e-18,0.153289794921875,BRD-K33211335,HELA
15640771,EXTL3,3.099886520798038e-18,-0.2442191243171692,BRD-K33211335,HELA
15640772,FAN1,3.1439458134582036e-18,-0.2297537624835968,BRD-K33211335,HELA
15640773,FOXO4,3.4762756481764155e-18,-0.1234242990612983,BRD-K33211335,HELA
15640774,ADAM22,7.247506566566348e-18,-0.2706905901432037,BRD-K33211335,HELA
15640775,SPG7,8.902326671932933e-18,-0.2526005506515503,BRD-K33211335,HELA
15640776,POMGNT1,1.008981914535934e-17,-0.2042484581470489,BRD-K33211335,HELA
15640777,SH2B1,1.1314970790682642e-17,-0.1808958500623703,BRD-K33211335,HELA
15640778,RDH5,1.5886010869390657e-17,-0.2783598005771637,BRD-K33211335,HELA
15640779,PSMD1,2.1442894832917778e-17,0.253658264875412,BRD-K33211335,HELA
15640780,IGF2BP3,2.159096172870832e-17,0.1503216624259948,BRD-K33211335,HELA
15640781,TRADD,2.511603778553709e-17,-0.24099862575531,BRD-K33211335,HELA
15642762,DDB2,1.2330759436891474e-34,0.1758350282907486,KPT-330,HELA
15642763,FIS1,1.0595003880002808e-30,-0.2591452300548553,KPT-330,HELA
15642764,DHDDS,2.696150675525525e-28,-0.2918572425842285,KPT-330,HELA
15642765,FOXO4,3.352285262011033e-28,-0.1844665706157684,KPT-330,HELA
15642766,TPM1,5.9111194750181685e-28,0.1579464673995971,KPT-330,HELA
15642767,THEM6,7.116233041703142e-28,-0.5445708632469177,KPT-330,HELA
15642768,SLC33A1,2.0256986918483934e-27,-0.2039982974529266,KPT-330,HELA
15642769,DDIT4,2.662166860767548e-27,-0.1510320603847503,KPT-330,HELA
15642770,CHMP4A,2.7268703929360782e-27,-0.1258619725704193,KPT-330,HELA
15642771,SPATA2,5.640797996702566e-27,-0.3837279975414276,KPT-330,HELA
15642772,CROT,7.253150323581774e-27,-0.4318581223487854,KPT-330,HELA
15642773,HOXA10,1.3335052840351747e-26,-0.1592431366443634,KPT-330,HELA
15642774,DELE1,1.63950870705888e-26,-0.236383855342865,KPT-330,HELA
15642775,TUBB6,2.417905887512077e-26,0.1235319226980209,KPT-330,HELA
15642776,RPS28,2.833078238624669e-26,-0.2918055355548858,KPT-330,HELA
15642777,DRG2,2.8758326161963206e-26,-0.3272227346897125,KPT-330,HELA
15642778,TMEM80,3.4050151985644505e-26,-0.3206895887851715,KPT-330,HELA
15642779,DNASE1L1,4.31525435663894e-26,-0.4051173031330108,KPT-330,HELA
15642780,ATRX,6.746482122123019e-26,-0.3331629931926727,KPT-330,HELA
15642781,MYL9,1.8495783297752325e-25,0.1420045793056488,KPT-330,HELA
15644762,CHN1,8.366483631859532e-25,0.2087223976850509,dimethyl-fumarate,HELA
15644763,HMOX1,2.8285842648934182e-24,0.1768233627080917,dimethyl-fumarate,HELA
15644764,FOXO4,6.573273588517772e-23,-0.1654806435108184,dimethyl-fumarate,HELA
15644765,ATP8A1,8.354588487521209e-21,-0.2178324162960052,dimethyl-fumarate,HELA
15644766,TMEM187,9.196715020245356e-21,-0.2183546125888824,dimethyl-fumarate,HELA
15644767,NSFL1C,1.8588206510681874e-20,0.273442268371582,dimethyl-fumarate,HELA
15644768,CAPN1,2.7599969737519235e-20,-0.3246786296367645,dimethyl-fumarate,HELA
15644769,SLC24A1,4.847569561017455e-20,-0.4548130631446838,dimethyl-fumarate,HELA
15644770,BCAS3,6.121341376020519e-20,-0.3232706189155578,dimethyl-fumarate,HELA
15644771,NXN,7.468699653829551e-20,0.172808289527893,dimethyl-fumarate,HELA
15644772,CDCP1,1.0000810209967021e-19,0.1549353003501892,dimethyl-fumarate,HELA
15644773,APPBP2,1.218825193456677e-19,-0.2215594500303268,dimethyl-fumarate,HELA
15644774,PSMF1,1.2417538265265434e-19,0.3715550005435943,dimethyl-fumarate,HELA
15644775,CSNK2A1,1.7582009274870982e-19,0.2939940989017486,dimethyl-fumarate,HELA
15644776,SYNGR3,3.5162129870152764e-19,-0.1226570010185241,dimethyl-fumarate,HELA
15644777,RABGGTA,4.666238941205949e-19,-0.338070660829544,dimethyl-fumarate,HELA
15644778,RBCK1,5.039761784893039e-19,0.2166938930749893,dimethyl-fumarate,HELA
15644779,ALDOC,7.23851003381372e-19,-0.1049808412790298,dimethyl-fumarate,HELA
15644780,POLD4,8.253818290803566e-19,-0.2339372336864471,dimethyl-fumarate,HELA
15644781,RRP8,8.436201242289515e-19,-0.142435535788536,dimethyl-fumarate,HELA
15646762,WDR59,7.725554366764953e-23,-0.3200618922710418,suprofen,HELA
15646763,RPL10,3.4873990155420855e-22,-0.2349705100059509,suprofen,HELA
15646764,DHX38,4.097520681976309e-21,-0.3921055793762207,suprofen,HELA
15646765,SPG7,1.4547358784645982e-20,-0.2741776406764984,suprofen,HELA
15646766,SH2B1,1.1282953493649094e-19,-0.1925999373197555,suprofen,HELA
15646767,FOXO4,1.3019699119950494e-19,-0.1318682581186294,suprofen,HELA
15646768,TMEM94,7.04536975077399e-19,-0.2013533264398574,suprofen,HELA
15646769,PECR,1.498822982731916e-18,-0.1918986439704895,suprofen,HELA
15646770,KIF13B,1.5041697089496449e-18,-0.3140276968479156,suprofen,HELA
15646771,SIN3B,1.5810316109327073e-18,-0.2814332246780395,suprofen,HELA
15646772,RABGGTA,1.784217603785567e-18,-0.309804767370224,suprofen,HELA
15646773,POMGNT1,2.3198180358519377e-18,-0.2152920216321945,suprofen,HELA
15646774,PIK3C2B,2.7735724064410962e-18,0.0600030049681663,suprofen,HELA
15646775,TRADD,3.268322044485197e-18,-0.2467615455389022,suprofen,HELA
15646776,ADAM22,3.697281702688464e-18,-0.2633511424064636,suprofen,HELA
15646777,ACADVL,3.870383315065504e-18,-0.3172609210014343,suprofen,HELA
15646778,NRAS,4.966813590219872e-18,0.1744375824928283,suprofen,HELA
15646779,KDM4C,5.694196463777534e-18,-0.2942273914813995,suprofen,HELA
15646780,RDH5,7.852983997886347e-18,-0.284315824508667,suprofen,HELA
15646781,DDX49,1.0107366905846465e-17,-0.3033590018749237,suprofen,HELA
15648762,MCM10,9.449416005236782e-23,0.1958435177803039,acebutolol,HELA
15648763,SLC35B1,1.3999290329557398e-22,0.1038183346390724,acebutolol,HELA
15648764,DNAJC13,4.119241164386978e-22,0.2185965031385421,acebutolol,HELA
15648765,MYO10,4.76152895472766e-21,0.1130933612585067,acebutolol,HELA
15648766,DUSP12,8.135383305113644e-21,0.1419820040464401,acebutolol,HELA
15648767,CTSL,1.2017930211258587e-20,0.0844468623399734,acebutolol,HELA
15648768,PWP1,1.8971450387588726e-20,0.1634020209312439,acebutolol,HELA
15648769,TCERG1,7.037757277914582e-20,0.1561986804008484,acebutolol,HELA
15648770,HMOX1,7.738199262533653e-20,0.1552062630653381,acebutolol,HELA
15648771,PUS7,9.997926387680325e-20,0.1688569337129593,acebutolol,HELA
15648772,COPE,1.4661958009279406e-19,-0.2070602178573608,acebutolol,HELA
15648773,GATA2,1.5901592023032726e-19,0.1369277834892273,acebutolol,HELA
15648774,STX11,6.043931586623906e-19,0.2826051115989685,acebutolol,HELA
15648775,INSIG1,1.3668129437665433e-18,-0.0941213369369506,acebutolol,HELA
15648776,SMAD2,1.6035021832793582e-18,0.2185851782560348,acebutolol,HELA
15648777,PIK3C2B,1.7381485580606093e-18,0.0646878853440284,acebutolol,HELA
15648778,GLOD4,2.84503513335193e-18,0.1262599229812622,acebutolol,HELA
15648779,TUBB6,3.681149850537202e-18,0.104724608361721,acebutolol,HELA
15648780,RNF38,4.792745541405288e-18,0.3099777698516845,acebutolol,HELA
15648781,PSMG1,5.7386914036755225e-18,0.0960381627082824,acebutolol,HELA
15650762,ZNF638,3.1658347613624777e-25,-0.2132949084043502,resveratrol,HELA
15650763,CDK5RAP3,7.079827783795945e-25,-0.3424199521541595,resveratrol,HELA
15650764,TFDP1,4.6216886993353054e-24,0.2426123172044754,resveratrol,HELA
15650765,TIPARP,5.108438851654277e-23,-0.1371608078479766,resveratrol,HELA
15650766,MAP3K3,2.491753309947891e-21,-0.45583575963974,resveratrol,HELA
15650767,IGF2R,1.1628788482401334e-20,-0.1003449186682701,resveratrol,HELA
15650768,ATF7IP,4.1201669522621184e-20,-0.3020752370357513,resveratrol,HELA
15650769,PIP5K1C,6.848455416856431e-20,-0.1893060058355331,resveratrol,HELA
15650770,ULK1,2.8236228763591146e-19,-0.3406879603862762,resveratrol,HELA
15650771,C1QBP,4.297641097167901e-19,0.1171565949916839,resveratrol,HELA
15650772,RALBP1,4.946468117843124e-19,-0.3163591623306274,resveratrol,HELA
15650773,FIP1L1,5.07442426698322e-19,-0.2677248120307922,resveratrol,HELA
15650774,CTC1,6.282660178118728e-19,-0.3051619529724121,resveratrol,HELA
15650775,IQSEC1,1.4773888492063669e-18,-0.1903398782014846,resveratrol,HELA
15650776,IFT122,1.5808730786308277e-18,-0.1961715221405029,resveratrol,HELA
15650777,HOXA10,1.6391306084639086e-18,-0.1101013496518135,resveratrol,HELA
15650778,TIMELESS,2.5954164283101653e-18,-0.0950551033020019,resveratrol,HELA
15650779,CCDC130,3.0628866591618683e-18,-0.2630446255207062,resveratrol,HELA
15650780,ARAP1,3.33726321416706e-18,-0.2535029351711273,resveratrol,HELA
15650781,SOX4,3.827553101553998e-18,-0.2288940399885177,resveratrol,HELA
15652762,ADAM22,2.963784016771884e-26,-0.3563551902770996,atomoxetine,HELA
15652763,APPBP2,3.3058397322389842e-24,-0.2555873990058899,atomoxetine,HELA
15652764,HOXA10,8.392714075255827e-24,-0.1359836608171463,atomoxetine,HELA
15652765,FANCL,1.0948341760297536e-23,-0.223548024892807,atomoxetine,HELA
15652766,FIS1,1.485662168222365e-23,-0.1776716858148574,atomoxetine,HELA
15652767,DHDDS,7.099130881527976e-23,-0.2386058121919632,atomoxetine,HELA
15652768,TTI1,9.770318950772522e-23,-0.3837658166885376,atomoxetine,HELA
15652769,NUSAP1,1.159348725211801e-22,-0.0984158813953399,atomoxetine,HELA
15652770,PPIP5K1,1.7431856410065288e-22,-0.2479798197746276,atomoxetine,HELA
15652771,PHF8,4.131917783466605e-22,-0.2886215150356293,atomoxetine,HELA
15652772,KIAA0513,6.832515067502573e-22,-0.2646936476230621,atomoxetine,HELA
15652773,POMGNT1,8.11124177544813e-22,-0.2395054399967193,atomoxetine,HELA
15652774,RRP8,1.0844028826279492e-21,-0.1511700749397277,atomoxetine,HELA
15652775,ACADSB,2.8724135337501152e-21,-0.2912047505378723,atomoxetine,HELA
15652776,PLK1,3.3562679110177442e-21,0.31747767329216,atomoxetine,HELA
15652777,SHROOM2,4.025915637839482e-21,-0.310755044221878,atomoxetine,HELA
15652778,ITFG1,4.966187835847849e-21,-0.1351300030946731,atomoxetine,HELA
15652779,TRIM52,5.9188658546948864e-21,-0.4834289252758026,atomoxetine,HELA
15652780,B3GAT3,6.11159407335889e-21,-0.325955182313919,atomoxetine,HELA
15652781,TCTA,6.959641299605637e-21,-0.135130688548088,atomoxetine,HELA
15654762,GATA2,6.763683576607611e-14,-0.2661908864974975,dabigatran-etexilate,HELA
15654763,DERA,1.3579344036367985e-13,-0.0934265777468681,dabigatran-etexilate,HELA
15654764,C5,2.745296136699992e-13,0.4915297627449035,dabigatran-etexilate,HELA
15654765,DNM1L,4.555667234710323e-13,-0.0774127766489982,dabigatran-etexilate,HELA
15654766,NFKBIE,3.8348582486425646e-12,-0.4898616671562195,dabigatran-etexilate,HELA
15654767,CALD1,4.163727607574289e-12,-0.1907930672168731,dabigatran-etexilate,HELA
15654768,RIN2,6.005168187742147e-12,-0.2444693893194198,dabigatran-etexilate,HELA
15654769,ALDH3B1,7.449935985426912e-12,0.2191263139247894,dabigatran-etexilate,HELA
15654770,XPA,1.3685596252608054e-11,-0.3021833598613739,dabigatran-etexilate,HELA
15654771,DPH2,1.5110635482943644e-11,0.4089208543300628,dabigatran-etexilate,HELA
15654772,ACSL3,2.326545296222335e-11,-0.1872026622295379,dabigatran-etexilate,HELA
15654773,NOX4,2.392635669112245e-11,-0.3771136701107025,dabigatran-etexilate,HELA
15654774,LPAR3,2.6264854418490123e-11,-0.4360772371292114,dabigatran-etexilate,HELA
15654775,ARMC1,2.6387474600011967e-11,-0.2745846211910248,dabigatran-etexilate,HELA
15654776,SEC23A,2.923140685564388e-11,-0.2592652440071106,dabigatran-etexilate,HELA
15654777,CDC45,2.977978276153734e-11,-0.1461945325136184,dabigatran-etexilate,HELA
15654778,PDHX,3.1195152056571754e-11,-0.0856676921248436,dabigatran-etexilate,HELA
15654779,ZNF706,3.4866091897413317e-11,-0.3296939730644226,dabigatran-etexilate,HELA
15654780,LRP6,3.4866091897413317e-11,-0.3799802660942077,dabigatran-etexilate,HELA
15654781,CLUAP1,4.684743116917205e-11,-0.267250508069992,dabigatran-etexilate,HELA
15656762,C5,2.779700912695037e-16,0.7212697267532349,dipyridamole,HELA
15656763,DNM1L,2.387805732388201e-14,-0.0602433979511261,dipyridamole,HELA
15656764,EPB41L2,1.4519244026237834e-13,-0.1336628496646881,dipyridamole,HELA
15656765,KTN1,1.5090270883334868e-13,-0.1666693985462188,dipyridamole,HELA
15656766,PYGL,1.6383220318754738e-13,-0.1438169032335281,dipyridamole,HELA
15656767,SLC25A13,2.3204016555148173e-13,-0.2059711813926696,dipyridamole,HELA
15656768,PDHX,2.731363395273487e-13,-0.1031225249171257,dipyridamole,HELA
15656769,DAP,3.8564264477426187e-13,0.2109086662530899,dipyridamole,HELA
15656770,TAF12,4.3755077991560413e-13,0.2582933008670807,dipyridamole,HELA
15656771,E2F2,6.253213163011299e-13,-0.202076643705368,dipyridamole,HELA
15656772,ATP6V1D,1.148733843663365e-12,-0.0658889189362526,dipyridamole,HELA
15656773,DERA,1.522648905658318e-12,-0.0812582597136497,dipyridamole,HELA
15656774,CRTAP,2.106170073139022e-12,-0.1755664199590683,dipyridamole,HELA
15656775,MYO10,2.493426311464428e-12,-0.137874886393547,dipyridamole,HELA
15656776,DCUN1D4,5.350883821080269e-12,0.2572024464607239,dipyridamole,HELA
15656777,DNTTIP2,5.834599187192779e-12,-0.1066222414374351,dipyridamole,HELA
15656778,ACOT9,8.804298822082042e-12,-0.0891248062252998,dipyridamole,HELA
15656779,TFRC,9.523762971037369e-12,0.19238942861557,dipyridamole,HELA
15656780,MLEC,1.039903093744406e-11,0.2145547866821289,dipyridamole,HELA
15656781,IQGAP1,1.1680361705195432e-11,-0.1188195869326591,dipyridamole,HELA
15658762,SLC25A13,9.947957936683918e-13,-0.151800587773323,indometacin,HELA
15658763,TPM1,5.405864368213871e-12,-0.1277063935995102,indometacin,HELA
15658764,RNASEL,3.537500280471587e-11,0.3207051157951355,indometacin,HELA
15658765,ERCC8,4.1447811013855805e-11,0.2279392629861831,indometacin,HELA
15658766,RRP1B,5.108127593900455e-11,-0.1486600339412689,indometacin,HELA
15658767,CCNF,1.0470392066547624e-10,-0.2130933105945587,indometacin,HELA
15658768,CCP110,1.0647254638032354e-10,-0.228971242904663,indometacin,HELA
15658769,NSD3,1.2171296382773262e-10,0.2914362847805023,indometacin,HELA
15658770,OR7C2,3.613971349011087e-10,0.2855371832847595,indometacin,HELA
15658771,CLUL1,3.733547610961743e-10,0.2884998917579651,indometacin,HELA
15658772,CCHCR1,5.080174193155876e-10,0.2004111856222152,indometacin,HELA
15658773,CETN1,6.924539698858729e-10,0.2881471216678619,indometacin,HELA
15658774,CDKL3,7.592308331462262e-10,0.2497615218162536,indometacin,HELA
15658775,MS4A5,8.142077263098217e-10,0.2557635009288788,indometacin,HELA
15658776,MYO10,9.360550297725404e-10,-0.1097370162606239,indometacin,HELA
15658777,HLA-A,9.51064418779469e-10,0.2527216970920563,indometacin,HELA
15658778,ABCE1,1.079891679712874e-09,-0.1753371655941009,indometacin,HELA
15658779,SLC9A5,1.2329617613395167e-09,0.2627475261688232,indometacin,HELA
15658780,AGPAT1,1.328972327583945e-09,0.1802705079317093,indometacin,HELA
15658781,DNTTIP2,1.4607114964854164e-09,-0.082014687359333,indometacin,HELA
15660762,NUP88,1.7898307437442284e-13,-0.1578409224748611,lisinopril,HELA
15660763,ELOVL6,6.78926463514326e-13,-0.1383176445960998,lisinopril,HELA
15660764,GSTZ1,8.758282919937475e-13,-0.230921670794487,lisinopril,HELA
15660765,HERC6,1.4136459440510477e-12,-0.4991620182991028,lisinopril,HELA
15660766,S100A4,1.5569928333038214e-12,-0.0989269465208053,lisinopril,HELA
15660767,XAF1,3.799925575704547e-12,-0.3820808231830597,lisinopril,HELA
15660768,HSPA8,5.284600730975903e-12,0.1915335357189178,lisinopril,HELA
15660769,MTOR,5.693114972375457e-12,0.3299829363822937,lisinopril,HELA
