names,logfoldchanges,condition
MRPS28,-0.31993857,HSP90AB1
HLA-F,-0.238071546,HSP90AB1
JMJD7,-0.489641041,HSP90AB1
HLA-G,-0.308659613,HSP90AB1
SFXN1,-0.195457995,HSP90AB1
KAT6A,-0.265684426,HSP90AB1
ATXN2,-0.393644005,HSP90AB1
NUDT3,-0.196108148,HSP90AB1
TCF20,-0.232362926,HSP90AB1
HLA-C,-0.223166451,HSP90AB1
TMBIM6,-0.381577313,HSP90AB1
MINK1,0.277270764,HSP90AB1
BRD2,-0.361244231,HSP90AB1
SELENOT,-0.179315239,HSP90AB1
ITGAE,-0.125292286,HSP90AB1
YIPF5,-0.236038551,HSP90AB1
CALB1,0.479633003,HSP90AB1
TAGLN2,-0.167194411,HSP90AB1
FTSJ1,-0.169951037,HSP90AB1
HLA-B,-0.158233657,HSP90AB1
PYGB,0.537925541,GPR183
NT5C2,-0.477792591,GPR183
PI4KA,0.407633066,GPR183
WDR74,0.35220769,GPR183
SARS2,0.333824366,GPR183
EIPR1,0.280869454,GPR183
ARMCX3,-0.44231075,GPR183
WRAP73,0.288167179,GPR183
RSPH14,0.445505947,GPR183
SPHK2,0.415370673,GPR183
LZTR1,0.450838953,GPR183
PSMD3,0.309367418,GPR183
KCNN4,0.328027159,GPR183
VPS26A,-0.425706148,GPR183
TSGA10,0.392520577,GPR183
FOXL2,0.463964969,GPR183
DNAI1,0.519939184,GPR183
TAF9B,-0.602352679,GPR183
HIGD2A,0.306004912,GPR183
MED20,-0.486172825,GPR183
GCN1,0.423051625,CRIP2
LAMTOR3,-0.510501862,CRIP2
PABPC4,0.456177682,CRIP2
ECSIT,0.426183254,CRIP2
KIAA0930,0.413359106,CRIP2
WDR74,0.377375811,CRIP2
SERPINE1,0.213293597,CRIP2
EAPP,-0.710130095,CRIP2
RBKS,-0.770666659,CRIP2
NF2,0.414533496,CRIP2
CD2BP2,0.385235131,CRIP2
PPID,-0.364820123,CRIP2
TMEM126B,-0.846824229,CRIP2
TRA2A,-0.33213982,CRIP2
GAS6,0.374961287,CRIP2
TAP1,0.312005401,CRIP2
BRD9,0.435675383,CRIP2
ITGB5,0.330370218,CRIP2
RNF216,0.30843547,CRIP2
C11orf58,-0.874274731,CRIP2
EGR1,0.379808664,MAPK14
DNM1,0.434374005,MAPK14
MAPK8IP3,0.303518564,MAPK14
NR4A1,0.35894835,MAPK14
JUNB,0.244457111,MAPK14
NEO1,0.318963587,MAPK14
SHROOM2,0.314052939,MAPK14
SOX2,-0.402445257,MAPK14
OGFOD1,-0.166012958,MAPK14
ERBB2,0.350383282,MAPK14
TLR4,-0.409081727,MAPK14
MINK1,0.321458966,MAPK14
NFIC,-0.341160923,MAPK14
OSBPL11,-0.423165113,MAPK14
EGR3,0.300304949,MAPK14
TNPO3,-0.256759375,MAPK14
ARHGAP33,0.287242949,MAPK14
GP5,-0.445767879,MAPK14
NPTX2,0.231041461,MAPK14
EPN2,0.288036257,MAPK14
CRYAB,-0.226489857,C5AR1
SLC25A1,0.44310239,C5AR1
GOLT1B,-0.303305149,C5AR1
GPC1,0.386998922,C5AR1
DGCR2,0.589354992,C5AR1
SRSF10,-0.321495682,C5AR1
GTF3C1,0.419166535,C5AR1
MADD,0.511077881,C5AR1
RPL26L1,-0.502607942,C5AR1
CSNK1A1,-0.557178736,C5AR1
MLEC,0.192461044,C5AR1
GSK3A,0.491813421,C5AR1
ARMCX3,-0.499078333,C5AR1
TAPBP,0.275207639,C5AR1
SRSF5,-0.541725039,C5AR1
KRBOX4,-0.447286516,C5AR1
GPX3,-1.44675386,C5AR1
ACTR10,-0.454149634,C5AR1
BRAF,-1.264343858,C5AR1
PRKCH,-0.502139628,C5AR1
TMPRSS15,0.395363539,HAVCR1
TBRG4,0.490906686,HAVCR1
GUCY2C,0.405091941,HAVCR1
TMEM109,0.198223606,HAVCR1
CARM1,0.35340476,HAVCR1
SPRR3,-1.122617364,HAVCR1
KRI1,0.382119298,HAVCR1
FUT8,-0.765803635,HAVCR1
CFTR,0.350145042,HAVCR1
LLGL2,0.316940725,HAVCR1
PSMD3,0.333470255,HAVCR1
NTRK2,-0.530815005,HAVCR1
TMEM132A,0.500219524,HAVCR1
CSK,0.449333876,HAVCR1
RPA3,-0.669916034,HAVCR1
NR1I2,0.334858418,HAVCR1
GATA4,0.439379185,HAVCR1
PDCD5,0.455948114,HAVCR1
PLOD3,0.223271474,HAVCR1
ADNP2,-0.295591742,HAVCR1
KDM4A,0.341051251,VDAC2
SPATA2,0.474988788,VDAC2
CDH7,0.459808499,VDAC2
HTRA1,0.492400378,VDAC2
FOXJ2,0.275544137,VDAC2
TEX14,0.604009211,VDAC2
CNTLN,0.2955423,VDAC2
SLC13A3,0.371536762,VDAC2
CST7,0.283184439,VDAC2
MCF2,0.463594377,VDAC2
ANK2,0.114142314,VDAC2
MYO1D,0.317304671,VDAC2
SZT2,0.489822686,VDAC2
SPACA1,0.637050688,VDAC2
CCR10,0.310545623,VDAC2
RNF32,0.556309879,VDAC2
WT1-AS,0.478270918,VDAC2
MGAT5,0.51254189,VDAC2
HSPA1L,0.424075574,VDAC2
RAB5B,0.301621348,VDAC2
AURKB,0.279467821,CHSY1
CBR4,-0.504006863,CHSY1
DCTN1,0.46614033,CHSY1
CNOT3,0.362826407,CHSY1
HPCAL1,0.354181021,CHSY1
SLC4A2,0.355339348,CHSY1
PDK3,-0.636557579,CHSY1
C1orf35,0.523138702,CHSY1
WDR74,0.360430717,CHSY1
E2F1,0.407081664,CHSY1
ADRM1,0.486169994,CHSY1
TEDC2,0.502658367,CHSY1
AUP1,0.259476602,CHSY1
APOO,-0.289488256,CHSY1
SPG11,-0.453257918,CHSY1
GAS6,0.342575431,CHSY1
STX4,0.233930379,CHSY1
HSF1,0.436983556,CHSY1
HLF,-0.283520907,CHSY1
AAMP,0.428207815,CHSY1
EGR1,0.382746428,CAMK2A
JUNB,0.296194375,CAMK2A
OSBPL11,-0.469677329,CAMK2A
MAPK8IP3,0.304494441,CAMK2A
FOSB,0.32522288,CAMK2A
MINK1,0.362563133,CAMK2A
MAPK9,-0.242699623,CAMK2A
FBRS,0.405637622,CAMK2A
STAU2,-0.315177888,CAMK2A
FOS,0.178718939,CAMK2A
IER2,0.262271464,CAMK2A
RMI1,-0.347137064,CAMK2A
TRIB1,0.429646313,CAMK2A
UBE2W,-0.728323519,CAMK2A
CEP164,0.426786393,CAMK2A
ARHGAP33,0.311455458,CAMK2A
PDS5A,-0.306298733,CAMK2A
LIMCH1,-0.164735585,CAMK2A
FADS2,-0.2672095,CAMK2A
EGR2,0.283175468,CAMK2A
STRN4,0.396922976,CD2
KLHL24,-0.996888518,CD2
QSOX1,0.399860948,CD2
PKM,0.25803104,CD2
BRAF,-1.247213364,CD2
CASR,0.493252665,CD2
NRAS,-0.27241838,CD2
SNAPC4,0.417093456,CD2
MOB4,-0.389131874,CD2
PRIM1,-0.639430165,CD2
GSK3A,0.409685671,CD2
TFDP2,-0.478021473,CD2
GTF3C1,0.380759954,CD2
ODR4,-0.607102096,CD2
GOLT1B,-0.252591133,CD2
KCNN4,0.31197843,CD2
NPDC1,0.206779182,CD2
PPP2R1A,0.44351393,CD2
RBBP8,-0.291245908,CD2
CRYZL1,-0.758738995,CD2
BAD,0.404161841,CLEC1A
TSPO,0.328648388,CLEC1A
NFKB2,-0.365004838,CLEC1A
RAB11FIP5,0.351830393,CLEC1A
CLN3,0.383298695,CLEC1A
TOMM20,-0.228571028,CLEC1A
HS1BP3,0.436233729,CLEC1A
RALGAPA1,-0.425478131,CLEC1A
EGLN2,0.386990249,CLEC1A
RO60,-0.252306879,CLEC1A
CHMP1A,0.506233394,CLEC1A
CAND1,-0.444609523,CLEC1A
PGAP1,-0.439085364,CLEC1A
LYPLA2,0.361531019,CLEC1A
BABAM1,0.274839014,CLEC1A
ADRM1,0.481877506,CLEC1A
RABAC1,0.337872446,CLEC1A
LDB1,0.385629505,CLEC1A
PTPRZ1,-0.201274887,CLEC1A
GAS6,0.390526175,CLEC1A
SLC2A6,0.292096674,DEFB4A
MVP,0.506683528,DEFB4A
KEAP1,0.176608443,DEFB4A
FLII,0.466167837,DEFB4A
TNIP1,0.299477786,DEFB4A
CCDC28A,-0.615218699,DEFB4A
ACTR6,-0.471450895,DEFB4A
GAS6,0.37117362,DEFB4A
EIF3G,0.349064559,DEFB4A
PSMB8,0.113841385,DEFB4A
TSPAN6,-0.3314237,DEFB4A
TAP1,0.313765734,DEFB4A
ADRM1,0.469466001,DEFB4A
ITGA3,0.482283413,DEFB4A
AUP1,0.261154801,DEFB4A
TMEM100,-0.51330775,DEFB4A
HDLBP,0.306136012,DEFB4A
LEF1,-0.413865358,DEFB4A
PROCR,0.351377398,DEFB4A
RGS3,0.312662125,DEFB4A
ZNF710,0.455645502,ABCG2
SPACA1,0.695849717,ABCG2
HTRA1,0.46041742,ABCG2
ZFP36,0.437698334,ABCG2
MAGEA8,0.541223645,ABCG2
PCDHA2,0.53760767,ABCG2
IMPA2,-0.316595525,ABCG2
SOX17,0.408212662,ABCG2
ZFP37,0.33129704,ABCG2
FGF23,0.606033206,ABCG2
CEP295,0.392139077,ABCG2
MYEF2,0.63547641,ABCG2
GPR85,0.585933447,ABCG2
IL3,0.490855008,ABCG2
ST8SIA3,0.601952255,ABCG2
AGMAT,0.444897771,ABCG2
F2RL3,0.677424073,ABCG2
LAMP3,0.494814932,ABCG2
ZNF337,0.508662224,ABCG2
KCNC4,0.509401977,ABCG2
DCAF15,0.479046404,CDKAL1
EGR1,-0.31779629,CDKAL1
MRPL4,0.326008618,CDKAL1
PIAS4,0.353826851,CDKAL1
CNOT3,0.414699525,CDKAL1
SLC4A2,0.363337994,CDKAL1
WDR18,0.385039359,CDKAL1
IL12RB1,0.62123096,CDKAL1
KIF5C,-0.321157753,CDKAL1
MFSD5,0.368639529,CDKAL1
MOCS2,-0.412183702,CDKAL1
CLIP2,0.42753765,CDKAL1
ESRRA,0.656330168,CDKAL1
KDM3A,-0.190283641,CDKAL1
HPS6,0.518339396,CDKAL1
SRCAP,0.401685208,CDKAL1
GADD45GIP1,0.384348392,CDKAL1
KCNK1,-0.964794457,CDKAL1
PRSS8,0.438249141,CDKAL1
VPS51,0.389272362,CDKAL1
B4GAT1,-0.38412118,KCNS3
HOOK1,-0.219061181,KCNS3
EFS,-0.438858688,KCNS3
RPL26L1,-0.29778403,KCNS3
PVR,0.321790874,KCNS3
TGFB3,-0.306643605,KCNS3
FOSL1,0.364397585,KCNS3
MOK,-0.285854906,KCNS3
SLC25A20,-0.509620249,KCNS3
ACTN1,0.206758082,KCNS3
CDCA8,0.192143902,KCNS3
SAE1,0.226717547,KCNS3
STAT3,-0.139145136,KCNS3
SLIT2,-0.352172613,KCNS3
PCOLCE,-0.209464148,KCNS3
TCEAL9,0.088302858,KCNS3
EPHA2,0.339615911,KCNS3
RBKS,-0.381695151,KCNS3
SAMD4A,0.103319094,KCNS3
CEMIP2,-0.194481611,KCNS3
TRIM28,0.372697413,CUL2
PAFAH1B3,0.192180052,CUL2
PRMT1,0.342662007,CUL2
ACAA2,-1.10254395,CUL2
MAN1B1,0.473457515,CUL2
TCF25,0.381541312,CUL2
TMED1,0.428983539,CUL2
GLRX,-0.340450346,CUL2
ISOC2,0.390537083,CUL2
NPDC1,0.263149977,CUL2
MRPS34,0.292878479,CUL2
PSMA6,-0.442904651,CUL2
SNRPA,0.22117573,CUL2
BRF1,0.46489948,CUL2
MVK,0.407001078,CUL2
MAP2K2,0.276334912,CUL2
CDC25B,0.165556014,CUL2
PPP2R1A,0.484689146,CUL2
NUDCD3,0.271861374,CUL2
GPC1,0.359428078,CUL2
ATF6,-0.259291679,CSNK2A1
SSRP1,-0.253610164,CSNK2A1
PARP2,-0.165873632,CSNK2A1
CPSF6,-0.296107352,CSNK2A1
NUFIP1,-0.253031135,CSNK2A1
NUP85,-0.056082033,CSNK2A1
ATXN2,-0.3494865,CSNK2A1
BMS1,-0.307548195,CSNK2A1
TFAM,-0.265437633,CSNK2A1
SRPRB,-0.253175676,CSNK2A1
CS,-0.203234792,CSNK2A1
PDHA1,-0.461785674,CSNK2A1
MINPP1,0.271664202,CSNK2A1
EPB41L2,-0.171077564,CSNK2A1
UBAP2L,-0.296505243,CSNK2A1
SIGLEC6,0.438500613,CSNK2A1
GRB2,-0.241239801,CSNK2A1
NANOG,0.190745294,CSNK2A1
ELOA,-0.25807637,CSNK2A1
ARPC5L,-0.283042252,CSNK2A1
NFYA,-1.069803953,DOCK2
CLUH,0.518194795,DOCK2
DAZAP2,-0.620214641,DOCK2
COMMD10,-0.766021371,DOCK2
SP1,-0.749405086,DOCK2
CLSTN1,0.289501101,DOCK2
NDUFS4,-0.535873175,DOCK2
MED28,-0.507776499,DOCK2
NDUFB6,-0.487963051,DOCK2
ACADL,-0.46335569,DOCK2
TMEM126B,-0.928512633,DOCK2
MOCS2,-0.486196756,DOCK2
POLI,-1.066218019,DOCK2
GLUD2,-0.982318223,DOCK2
ZNF253,-0.74991262,DOCK2
EXOC7,0.250808686,DOCK2
SORBS3,0.400975645,DOCK2
TSPAN31,-0.454312682,DOCK2
USP22,0.213936612,DOCK2
MRPL42,-0.724392891,DOCK2
PSG11,0.455136627,MCL1
HTRA1,0.472859919,MCL1
FKBP5,-0.273751795,MCL1
MYO1D,0.352455169,MCL1
ITGA4,0.248857155,MCL1
C22orf46,0.37118572,MCL1
ZNF280A,0.421596467,MCL1
IL3,0.498235554,MCL1
SPACA1,0.626983702,MCL1
NR6A1,0.620349169,MCL1
AKR7A2,-0.158952519,MCL1
PCDHA2,0.499088317,MCL1
TRPV2,0.330993265,MCL1
SLC8A1,0.633292675,MCL1
PTK2B,0.78317225,MCL1
TDRKH,0.67547071,MCL1
CEP295,0.389066845,MCL1
CHRM2,0.442853421,MCL1
FAM90A1,0.570038855,MCL1
GRM8,0.334199697,MCL1
BPIFA1,-0.471308231,KCNJ5
CCNO,-0.554459572,KCNJ5
ELOB,0.237838373,KCNJ5
LARP4,-0.360816866,KCNJ5
LOXL1,-0.363843381,KCNJ5
CALU,-0.190861359,KCNJ5
CTNNB1,-0.486459136,KCNJ5
TWF1,-0.289901733,KCNJ5
DIMT1,-0.410115361,KCNJ5
ASAH1,-0.280121058,KCNJ5
HSPA14,-0.331683636,KCNJ5
ALDH9A1,-0.348959625,KCNJ5
SUZ12,-0.202482298,KCNJ5
DBF4,-0.347086549,KCNJ5
TCAF1,-0.356630176,KCNJ5
LBR,-0.163259685,KCNJ5
ELOVL5,-0.256624907,KCNJ5
CDH17,0.453841716,KCNJ5
RAB14,-0.342374474,KCNJ5
CTSB,-0.425647169,KCNJ5
HTRA1,0.480416,MDM4
GNA11,-0.463109225,MDM4
PKNOX2,0.542241871,MDM4
CEP295,0.417708367,MDM4
SPACA1,0.674230397,MDM4
KIAA0408,0.554081321,MDM4
OR3A2,0.651079118,MDM4
ZNF337,0.527714849,MDM4
MYEF2,0.625602186,MDM4
NEB,0.547371387,MDM4
RPUSD2,0.3942132,MDM4
IL3,0.530633688,MDM4
EXOC6B,0.6009866,MDM4
MYO1D,0.3172656,MDM4
SIRT4,0.536714733,MDM4
RAB33A,0.523287892,MDM4
GUCY1B2,0.706021547,MDM4
MSR1,0.235245362,MDM4
ZFP37,0.342125118,MDM4
PTPRN,0.456972867,MDM4
THEG,0.514503539,CCDC85B
RNF41,-0.315143108,CCDC85B
RBM4,-0.408104002,CCDC85B
HSD11B2,0.205485269,CCDC85B
ORMDL2,-0.49643743,CCDC85B
PLA2G10,0.509676814,CCDC85B
FBXL6,0.319047511,CCDC85B
CALCR,0.495613813,CCDC85B
ALOXE3,0.397908151,CCDC85B
COL6A1,0.120062158,CCDC85B
ZNF440,0.61975807,CCDC85B
AKAP7,-0.301668465,CCDC85B
ZIM2,0.508972108,CCDC85B
FBXL7,0.190562382,CCDC85B
CUBN,0.290988624,CCDC85B
KANSL2,-0.206460372,CCDC85B
TMEM176A,0.230888858,CCDC85B
CDC42,-0.174625948,CCDC85B
ADAMTS1,-0.277059048,CCDC85B
ZNF550,0.377588719,CCDC85B
PATZ1,-0.22521472,CAT
MSRB2,-0.239540741,CAT
TTYH1,0.147566974,CAT
C12orf43,-0.10596253,CAT
PCBD1,-0.075309068,CAT
HAUS4,-0.156727374,CAT
SUPV3L1,0.166129187,CAT
LYRM4,-0.136465654,CAT
IFNA1,0.334880054,CAT
MED6,-0.1442568,CAT
CD44,-0.053463027,CAT
ZNF440,0.401340067,CAT
CALCR,0.330819041,CAT
COL5A3,0.16619809,CAT
IKZF4,0.250571609,CAT
CLGN,-0.122422338,CAT
RRM1,-0.137418866,CAT
SPINK1,0.296283662,CAT
HNRNPUL2,-0.297118485,CAT
TRIM68,-0.209399909,CAT
MMP7,0.259089082,RPS2
RALBP1,-0.547091544,RPS2
GSPT1,-0.358429313,RPS2
STAG1,-0.503586173,RPS2
HSPD1,-0.247064039,RPS2
CCNA2,-0.248321712,RPS2
TRIB2,0.117735974,RPS2
DDX46,-0.408676386,RPS2
RAB7A,-0.445266098,RPS2
HSP90B1,-0.494485438,RPS2
TMPO,-0.249779582,RPS2
RBM28,-0.395418733,RPS2
TXNRD1,-0.163561806,RPS2
CLTC,-0.151426241,RPS2
ARHGEF9,0.392243981,RPS2
TUBB,-0.28760612,RPS2
LOXL2,-0.266522229,RPS2
SIAH2,-0.341482311,RPS2
STMN1,-0.170939729,RPS2
IDH3A,-0.304681778,RPS2
CTSA,0.531018555,GPC4
GNA13,-0.76223886,GPC4
MYO19,0.519564271,GPC4
SNAPC4,0.522650957,GPC4
BAP1,0.379246235,GPC4
WIZ,0.364421993,GPC4
MRPS2,0.231469348,GPC4
CDC25B,0.174839616,GPC4
NRAS,-0.314927995,GPC4
MFSD5,0.385305345,GPC4
WDR18,0.446318865,GPC4
TPRA1,0.604388893,GPC4
PIGT,0.290951848,GPC4
INTS1,0.532878518,GPC4
OGA,-0.6765365,GPC4
NCLN,0.487865269,GPC4
PIAS4,0.388216496,GPC4
MFSD13A,0.651768863,GPC4
DGKZ,0.385072947,GPC4
XRCC3,0.694504261,GPC4
HTRA1,0.492863357,SMAD3
NUP85,-0.052001595,SMAD3
KRTAP1-1,0.42672655,SMAD3
CALCR,0.464946598,SMAD3
GLI2,0.40246731,SMAD3
PTPN22,0.411675781,SMAD3
BMP10,0.536600947,SMAD3
MS4A2,0.602757812,SMAD3
CEMIP,0.348741531,SMAD3
GPX4,-0.33437562,SMAD3
HTR1B,0.474083453,SMAD3
GPR1,0.355134368,SMAD3
THEG,0.445715964,SMAD3
CHRM2,0.363381982,SMAD3
IL1B,0.37506631,SMAD3
CHRM5,0.430773437,SMAD3
HERC4,0.561762333,SMAD3
BPY2,0.364234239,SMAD3
RFX3,0.519800723,SMAD3
TSPAN2,0.33669579,SMAD3
CCDC86,-0.252259642,CHRNA4
NUP88,-0.150068417,CHRNA4
PRR5L,0.26118511,CHRNA4
CNOT6,-0.253118455,CHRNA4
NDUFAF7,0.26558122,CHRNA4
ELOVL5,-0.251348138,CHRNA4
MBD2,-0.413659871,CHRNA4
CLTC,-0.131333157,CHRNA4
ATP1B1,-0.171258703,CHRNA4
RRP1B,-0.19200176,CHRNA4
KIF5B,-0.393130362,CHRNA4
NLGN4X,0.120575316,CHRNA4
CANX,-0.350644857,CHRNA4
CALU,-0.176685333,CHRNA4
BCL2L14,0.4124116,CHRNA4
GAR1,-0.185607612,CHRNA4
ST8SIA1,0.28892231,CHRNA4
HSPH1,-0.404754788,CHRNA4
BNIP3,-0.162119195,CHRNA4
TXNRD1,-0.144506827,CHRNA4
HMOX1,-0.446457505,ARNTL2
DDX25,0.571559668,ARNTL2
ANKS1B,0.665802896,ARNTL2
GCNT4,0.791876793,ARNTL2
NR6A1,0.794126987,ARNTL2
MBNL1,-0.492452264,ARNTL2
CCR3,0.783935189,ARNTL2
CD300A,0.38533029,ARNTL2
NPVF,0.881269574,ARNTL2
PDE6H,0.745199144,ARNTL2
CYP17A1,0.582788944,ARNTL2
GUCA1A,0.654919744,ARNTL2
CYSLTR2,0.794032395,ARNTL2
KIR2DL4,0.536589503,ARNTL2
RRH,0.78354615,ARNTL2
SNTG2,0.558369279,ARNTL2
C5AR2,0.661451936,ARNTL2
HSD3B2,0.50966686,ARNTL2
PROP1,0.658833385,ARNTL2
NCK2,-0.612055421,ARNTL2
DIP2C,-0.38231948,IL16
NOL11,-0.25875473,IL16
PYGO1,-0.479727536,IL16
RABGGTB,-0.463455737,IL16
DDX47,-0.180802852,IL16
KLHDC10,-0.250436842,IL16
TAF2,-0.293114573,IL16
BCL2L11,-0.593197048,IL16
OAT,-0.171423346,IL16
TMEM248,-0.197340801,IL16
URB1,-0.286949456,IL16
IL37,-0.621327698,IL16
C1orf109,-0.268492669,IL16
DYNC1I2,-0.290642798,IL16
ZNHIT6,-0.23993738,IL16
RFX3,-0.693681538,IL16
TRIM33,-0.405474126,IL16
CELF1,-0.319310009,IL16
PEG10,-0.091542922,IL16
SLC2A2,-0.277791858,IL16
RPS11,-0.530092418,SIPA1L1
RPL9,-0.623188198,SIPA1L1
SLC7A10,-0.404138803,SIPA1L1
NR0B2,-0.433756113,SIPA1L1
RUVBL1,-0.261067271,SIPA1L1
SAMM50,-0.185722485,SIPA1L1
XRCC6,-0.317357302,SIPA1L1
MAPK10,-0.273909986,SIPA1L1
ITIH2,-0.29948163,SIPA1L1
ACTL6A,-0.272724479,SIPA1L1
RPS4X,-0.623507738,SIPA1L1
TUBA1A,-0.114944018,SIPA1L1
TUBA1B,-0.359737545,SIPA1L1
RPS15,-0.56766063,SIPA1L1
PMM1,-0.241433084,SIPA1L1
HNF1B,-0.416097194,SIPA1L1
RPS29,-0.794109344,SIPA1L1
RPL13A,-0.459608704,SIPA1L1
RPS8,-0.405589432,SIPA1L1
RPL8,-0.43431899,SIPA1L1
RPL3,-0.478530586,TTI1
RPL8,-0.506804049,TTI1
RPS4X,-0.645678461,TTI1
TGOLN2,-0.2961092,TTI1
RAE1,-0.178055435,TTI1
BCL2L2,-0.230208024,TTI1
CD69,0.180735007,TTI1
FUT7,0.281098843,TTI1
RPL9,-0.621132791,TTI1
TUBB6,-0.078047514,TTI1
CSPG5,0.288997918,TTI1
SOWAHC,-0.361681789,TTI1
NCKAP1,-0.174905121,TTI1
ASTN1,0.299014747,TTI1
RPL6,-0.674942136,TTI1
TMEM51,-0.385010451,TTI1
PISD,-0.19836852,TTI1
TRIM58,0.237283781,TTI1
CHL1,0.174345508,TTI1
RPS15,-0.560354233,TTI1
FHL2,-0.515503407,RBM5
PRSS23,-0.462582499,RBM5
CD99,0.180508316,RBM5
TGFBR1,-0.800458431,RBM5
OAZ1,0.20088169,RBM5
FOSB,-0.377841562,RBM5
CLCN5,-0.482535094,RBM5
CEBPA,0.186670139,RBM5
PUM3,-0.315297544,RBM5
PFKL,0.270940155,RBM5
CD320,0.262241513,RBM5
SQOR,0.272541136,RBM5
ODC1,-0.361740381,RBM5
ANKRD1,-0.633037031,RBM5
SEMG2,-0.555461943,RBM5
DCAF13,-0.525902748,RBM5
TST,0.274222195,RBM5
DYRK2,-0.309904575,RBM5
CHUK,-0.259919107,RBM5
PFDN2,-0.286184847,RBM5
AGFG1,-0.295241386,NRP2
PTCD2,-0.287130058,NRP2
ACADVL,0.668563724,NRP2
GALT,0.461439937,NRP2
AGPAT3,-0.620114923,NRP2
ADGRL1,0.381777167,NRP2
PRDX4,-0.220773876,NRP2
TSC2,0.292271048,NRP2
XRCC5,-0.364973545,NRP2
IBSP,-0.493118048,NRP2
ABCD1,0.429006279,NRP2
RNF187,0.214159206,NRP2
IL1A,0.251620889,NRP2
TP63,0.310036957,NRP2
ESYT1,0.206319988,NRP2
MED22,0.294290662,NRP2
SMARCA1,-0.294157326,NRP2
FANCG,0.292652786,NRP2
CDK11A,0.216924548,NRP2
COPS8,-0.281556427,NRP2
TUBA1B,-0.4905186,ITCH
ARFGEF2,-0.434565634,ITCH
DPM1,-0.648018301,ITCH
TUBA1C,-0.481048405,ITCH
MRPL13,-0.544976294,ITCH
RNF115,-0.395323306,ITCH
EIF3L,-0.559961617,ITCH
RPL27,-0.560005367,ITCH
DNAAF5,-0.252610326,ITCH
DYRK2,-0.418625265,ITCH
RPS24,-0.892330468,ITCH
TRIM13,-0.133424371,ITCH
EIF4EBP1,0.293701798,ITCH
ADCY2,-0.293838322,ITCH
TLR1,-0.312265545,ITCH
RPL9,-0.653091609,ITCH
AGK,-0.212611586,ITCH
CDKN2D,0.253438085,ITCH
CD320,0.258533418,ITCH
GIMAP6,-0.302117854,ITCH
CYB5R3,-0.173790783,TNC
TNFSF12,0.2971313,TNC
CBX6,-0.409875929,TNC
SKIV2L,-0.250206769,TNC
CDCA8,-0.251340866,TNC
CLUH,-0.337866634,TNC
POFUT2,-0.375868291,TNC
CRTC1,0.359120756,TNC
REPIN1,-0.307130814,TNC
APOE,0.382705897,TNC
WFDC2,0.225692466,TNC
HIVEP1,-0.161723569,TNC
FBXO7,-0.622167826,TNC
TRIB1,-0.531007588,TNC
TDG,-0.266870946,TNC
PAXIP1,-0.217903033,TNC
MYH9,-0.302620947,TNC
FXYD1,0.353253216,TNC
ADGRG3,0.306296676,TNC
MNT,-0.353452861,TNC
AP2B1,-0.801100194,NF2
RBM14,0.335424989,NF2
TRAFD1,0.383514255,NF2
SENP3,0.265360862,NF2
DMTN,0.292523295,NF2
EDIL3,-0.427620769,NF2
FOXM1,0.244710416,NF2
ADSL,-0.195966125,NF2
ZBED1,0.312893391,NF2
NDUFB5,-0.315459192,NF2
ABHD4,0.33004567,NF2
GRPEL1,0.16152446,NF2
RNPEP,0.195718437,NF2
DDX23,0.198692098,NF2
ACVR1,-0.486844033,NF2
FGFBP1,0.191748902,NF2
SF3B4,0.187383845,NF2
MEOX2,0.22081019,NF2
CDC42EP4,0.18001166,NF2
MAP3K6,0.295000851,NF2
MPI,0.456985384,LILRB3
ENDOG,0.347912908,LILRB3
POLD4,0.614323795,LILRB3
RNF187,0.230594322,LILRB3
PC,0.4288508,LILRB3
TPP2,-0.649092078,LILRB3
SLC50A1,0.405498981,LILRB3
COQ4,0.394418031,LILRB3
CRNKL1,-0.411270976,LILRB3
HTATSF1,-0.22540921,LILRB3
GAS2L1,0.364975065,LILRB3
LRPPRC,-0.446904629,LILRB3
JAK2,-0.618453801,LILRB3
BIRC5,0.118664369,LILRB3
PRKAG1,0.336795211,LILRB3
GADD45G,0.361231238,LILRB3
HEMK1,0.561435699,LILRB3
CYB561D2,0.345003486,LILRB3
SERBP1,-0.439343393,LILRB3
IQGAP1,-0.277698755,LILRB3
RPS11,-0.569770992,YME1L1
ANKRD26,-0.630215287,YME1L1
RAN,-0.27949056,YME1L1
PARD3,-0.330211967,YME1L1
NUDC,-0.496558189,YME1L1
NASP,-0.206322074,YME1L1
ASRGL1,-0.280509889,YME1L1
RPS15,-0.577753067,YME1L1
EEF1A1,-0.683114409,YME1L1
SPG7,-0.254689544,YME1L1
FAM50A,-0.39572376,YME1L1
YME1L1,-0.267327815,YME1L1
GFI1,0.343282163,YME1L1
KHDRBS3,-0.15662998,YME1L1
FADS1,-0.223025814,YME1L1
SLAMF1,0.277674049,YME1L1
NCF4,0.415672719,YME1L1
RPS19,-0.489568323,YME1L1
TNFRSF4,0.328475237,YME1L1
RPL8,-0.51047498,YME1L1
SH3BP5,-0.322918355,SH3BP5
GMPR2,-0.266511083,SH3BP5
TARBP1,-0.149043471,SH3BP5
ADD2,-0.131744325,SH3BP5
FDFT1,0.193440542,SH3BP5
NEU1,-0.18462047,SH3BP5
ATG14,-0.133062184,SH3BP5
CASC3,-0.147545591,SH3BP5
CHMP6,0.304019272,SH3BP5
