,names,pvals,logfoldchanges,condition,cellline
22005,PSMC3IP,3.187886027980437e-39,0.232874110341072,gemcitabine,A549
22006,RPS6KA1,1.7798780091594842e-38,0.280958890914917,gemcitabine,A549
22007,TAP1,7.837828738688064e-35,0.2172368764877319,gemcitabine,A549
22008,FDXR,1.0355823018795092e-34,0.3327779471874237,gemcitabine,A549
22009,SP110,1.8632463743995182e-34,0.3194973170757293,gemcitabine,A549
22010,SESN1,2.2177787565062593e-34,0.4538261294364929,gemcitabine,A549
22011,PHLDA3,6.414470485022071e-33,0.3051562905311584,gemcitabine,A549
22012,SFN,1.0678884758500092e-32,0.1530809253454208,gemcitabine,A549
22013,GADD45A,1.3822554301308279e-32,0.2764618992805481,gemcitabine,A549
22014,TNFRSF10B,4.6745326675100915e-32,0.1765545904636383,gemcitabine,A549
22015,DECR2,1.4099030363478894e-31,0.2248829305171966,gemcitabine,A549
22016,CYB5R1,3.26488250881223e-31,0.3552272021770477,gemcitabine,A549
22017,GTF2I,1.0391081321892289e-30,-0.2779915034770965,gemcitabine,A549
22018,CCNA2,1.2803434749787913e-30,-0.2160298228263855,gemcitabine,A549
22019,EPHA2,1.3896548700928058e-30,0.2548551559448242,gemcitabine,A549
24000,KATNA1,6.451713136770026e-23,0.3836641311645508,NU-1025,A549
24001,RPN1,1.929106005962321e-22,0.1689167618751526,NU-1025,A549
24002,CIAPIN1,2.134052037800165e-22,0.2052485942840576,NU-1025,A549
24003,MAT2A,4.376911884227417e-21,0.0822718292474746,NU-1025,A549
24004,FAM169A,1.2666230972442071e-20,0.2459546625614166,NU-1025,A549
24005,PSMC6,1.4126892106777524e-20,0.2273427248001098,NU-1025,A549
24006,PAF1,1.7937342791503836e-20,0.4937973618507385,NU-1025,A549
24007,SLC30A3,1.831649436891412e-20,0.4176142513751983,NU-1025,A549
24008,PDCD2,3.0467433195742914e-20,0.3331482708454132,NU-1025,A549
24009,DLGAP2,1.2212000537797296e-19,0.3495735824108124,NU-1025,A549
24010,WASHC4,1.5637467727275901e-19,-0.3587585389614105,NU-1025,A549
24011,GPKOW,1.803616021522541e-19,0.2384228110313415,NU-1025,A549
24012,ECH1,2.466758149620833e-19,0.1839654743671417,NU-1025,A549
24013,ILKAP,2.6536378251720173e-19,0.2903877198696136,NU-1025,A549
24014,MAGEA1,3.07035630291172e-19,0.1898949593305587,NU-1025,A549
24015,SLC35A2,3.438604535638328e-19,0.2327172458171844,NU-1025,A549
24016,PSMB1,4.923823167425415e-19,0.3038598597049713,NU-1025,A549
24017,PSMC4,5.023911024893736e-19,0.2499401420354843,NU-1025,A549
24018,HOXB7,5.209159365956647e-19,0.2824544012546539,NU-1025,A549
24019,ETV4,6.8447958408934665e-19,0.2544442415237427,NU-1025,A549
26000,PDCD2,3.5503109547787136e-22,0.2443213760852813,veliparib,A549
26001,NR2E1,5.434008788739702e-21,0.2800090312957763,veliparib,A549
26002,NT5DC3,6.31680754270918e-20,0.3079292774200439,veliparib,A549
26003,CRYZL1,7.821982978693586e-20,0.2176939994096756,veliparib,A549
26004,KRT83,2.316166246000849e-19,0.3187998831272125,veliparib,A549
26005,CTNNA2,3.435411830444136e-19,0.1592655926942825,veliparib,A549
26006,PPIP5K1,3.2865821644480734e-18,0.2660673558712005,veliparib,A549
26007,ZNF221,4.27540405125378e-18,0.2727000713348388,veliparib,A549
26008,MTFR1,5.715385438845637e-18,0.1389754116535186,veliparib,A549
26009,TBP,8.004391071873983e-18,0.1806565672159195,veliparib,A549
26010,KIF5A,1.073500528657657e-17,0.2552262842655182,veliparib,A549
26011,KCNJ9,1.1038680440678904e-17,0.278824895620346,veliparib,A549
26012,MAPK8,1.1868481584742928e-17,0.2676578462123871,veliparib,A549
26013,TAC3,1.232331904025713e-17,0.2523750066757202,veliparib,A549
26014,UBE2W,1.2461359064257998e-17,0.1538341045379638,veliparib,A549
26015,INHBC,2.6114409525841285e-17,0.3010717928409576,veliparib,A549
26016,LRRC41,3.816937891830504e-17,0.2648483514785766,veliparib,A549
26017,SYT13,3.9284600921420455e-17,0.2878463864326477,veliparib,A549
26018,DLGAP2,5.832435932489047e-17,0.235356405377388,veliparib,A549
26019,DFFB,6.092518604671052e-17,0.2009589523077011,veliparib,A549
28000,GOLGB1,3.4321725333923484e-25,0.290405124425888,PJ-34,A549
28001,PRELID3B,1.783056713761139e-24,0.2291675060987472,PJ-34,A549
28002,RNF6,1.8434307875276045e-24,0.2673654556274414,PJ-34,A549
28003,TERF2IP,2.008324642427518e-23,0.1439455598592758,PJ-34,A549
28004,GNL2,8.833502548858825e-23,0.1912213265895843,PJ-34,A549
28005,SEPHS2,1.0502102847178753e-22,0.2432199716567993,PJ-34,A549
28006,CDK7,2.5878658603629605e-22,0.0942875668406486,PJ-34,A549
28007,TMEM30A,6.905762622032975e-22,0.2053775042295456,PJ-34,A549
28008,DLD,1.544779731803217e-21,0.1189069375395774,PJ-34,A549
28009,SCCPDH,2.5664676466889176e-21,0.1290270984172821,PJ-34,A549
28010,ATP6V1D,3.162316497260369e-21,0.0597995929419994,PJ-34,A549
28011,IKBKB,3.3276519935378894e-21,0.1954051703214645,PJ-34,A549
28012,CDC5L,3.7071941470751656e-21,0.185097336769104,PJ-34,A549
28013,DYNC1LI1,5.651005689110444e-21,0.1289340257644653,PJ-34,A549
28014,BAZ1A,1.0742991550678518e-20,0.1802667379379272,PJ-34,A549
28015,USP15,1.5335912458181962e-20,0.1466966271400451,PJ-34,A549
28016,CCT6A,2.130662987369273e-20,0.1735722720623016,PJ-34,A549
28017,MYCBP2,2.2669245671019e-20,0.2035577893257141,PJ-34,A549
28018,CCDC47,2.834413485928891e-20,0.2335651516914367,PJ-34,A549
28019,SEC24B,5.835821903250296e-20,0.1388657093048095,PJ-34,A549
30000,CCNG1,1.416744336832022e-22,0.1955121606588363,olaparib,A549
30001,TIPARP,9.529829488678975e-21,0.1899189800024032,olaparib,A549
30002,SPTAN1,1.092516692957813e-19,0.1920665800571441,olaparib,A549
30003,ATP1B1,1.4665738054069545e-19,0.0972496196627616,olaparib,A549
30004,OXSR1,4.415729317395188e-19,0.1550590693950653,olaparib,A549
30005,CD164,1.0051519509213849e-18,0.1594554930925369,olaparib,A549
30006,RRAGA,1.512831373364642e-18,0.1371273100376129,olaparib,A549
30007,ZNF106,2.4979144838075563e-18,0.1440719813108444,olaparib,A549
30008,NMD3,2.582545401922112e-18,0.1954376101493835,olaparib,A549
30009,MMP2,2.7311435152052192e-18,-0.4542604088783264,olaparib,A549
30010,KDM5B,4.177309312538544e-18,0.1864770501852035,olaparib,A549
30011,ASAH1,4.4572610383361154e-18,0.2756503224372864,olaparib,A549
30012,VAV3,7.425791994498792e-18,0.2132465541362762,olaparib,A549
30013,SENP6,8.568699051562454e-18,0.1437751948833465,olaparib,A549
30014,CLIP1,9.343382313432816e-18,0.1730887591838836,olaparib,A549
30015,CTSB,1.1918156110291632e-17,0.1216228306293487,olaparib,A549
30016,PGM1,1.4513609183745146e-17,0.0974524393677711,olaparib,A549
30017,GFPT1,2.7128245787995837e-17,0.1531897634267807,olaparib,A549
30018,ZMAT3,3.502314563166434e-17,0.1784164607524871,olaparib,A549
30019,ATP6V1B2,1.5079167364457914e-16,0.1368681341409683,olaparib,A549
32000,NFIL3,2.2801555884656e-06,-0.6282955408096313,7-nitroindazole,A549
32001,RAP1GAP,3.141096069353042e-06,0.3457506597042084,7-nitroindazole,A549
32002,TPTE,4.309268348836424e-06,-0.4928999841213226,7-nitroindazole,A549
32003,TTLL7,4.810185578543358e-06,-0.5566645860671997,7-nitroindazole,A549
32004,UTRN,6.11580270714258e-06,-0.4771994054317474,7-nitroindazole,A549
32005,NFYA,6.491717212449914e-06,-0.6095523834228516,7-nitroindazole,A549
32006,TRIP11,8.72750549775681e-06,-0.5718739628791809,7-nitroindazole,A549
32007,CYC1,9.1084962350722e-06,0.2970658242702484,7-nitroindazole,A549
32008,AFF4,9.157222664540247e-06,-0.8329602479934692,7-nitroindazole,A549
32009,XYLB,9.971542999310615e-06,-0.4758113622665405,7-nitroindazole,A549
32010,GPAA1,1.018567926061463e-05,0.4540603160858154,7-nitroindazole,A549
32011,SERPINA7,1.0239895580429796e-05,-0.2371321022510528,7-nitroindazole,A549
32012,STRN,1.1812365457819438e-05,-0.5637118220329285,7-nitroindazole,A549
32013,TIPARP,1.2917967712622192e-05,0.2837342321872711,7-nitroindazole,A549
32014,LYST,1.3192101810016442e-05,-0.5489828586578369,7-nitroindazole,A549
32015,MAST3,1.3757109654802712e-05,-0.6299243569374084,7-nitroindazole,A549
32016,TF,1.4957122399174373e-05,-5.347622871398926,7-nitroindazole,A549
32017,HSF1,1.527236418535224e-05,0.566753625869751,7-nitroindazole,A549
32018,COBLL1,1.5593934359898176e-05,-0.3526254594326019,7-nitroindazole,A549
32019,FBXL6,1.6088418677487667e-05,0.5061264634132385,7-nitroindazole,A549
34000,HAS2,1.8454371070522147e-26,-0.205793097615242,LY-294002,A549
34001,AMT,8.138925570171442e-25,-0.4326993227005005,LY-294002,A549
34002,NCOA3,4.5387848329825974e-23,0.1264583170413971,LY-294002,A549
34003,VPS53,7.605757696740431e-23,-0.3340669870376587,LY-294002,A549
34004,TERF2IP,2.100758688713416e-22,0.1203008070588111,LY-294002,A549
34005,CUL3,2.411598139630822e-22,0.1575033366680145,LY-294002,A549
34006,PRSS23,4.951936780376291e-22,0.0415777787566185,LY-294002,A549
34007,TIPARP,4.3752823531189955e-21,0.1410398930311203,LY-294002,A549
34008,SEPHS2,6.74787013507374e-21,0.2135361284017563,LY-294002,A549
34009,SMAD3,7.070054012154502e-21,0.1015709415078163,LY-294002,A549
34010,SLC5A7,8.242801961728654e-21,-0.3565892577171325,LY-294002,A549
34011,AXL,5.0740025884188083e-20,0.1214335709810257,LY-294002,A549
34012,LARP4,1.4488584809883202e-19,0.1176163777709007,LY-294002,A549
34013,RTP4,1.5460122755017614e-19,-0.2267581224441528,LY-294002,A549
34014,TMLHE,5.041115622716289e-19,-0.3242194354534149,LY-294002,A549
34015,ADPRH,6.074457901908256e-19,-0.3577975928783417,LY-294002,A549
34016,LSP1,2.8129810625499826e-18,-0.2994222939014435,LY-294002,A549
