names,logfoldchanges,condition
PSME2,0.182897717,CCL7
CRYZL1,-1.333368421,CCL7
EMSY,-0.808514297,CCL7
EIPR1,0.306598216,CCL7
MMRN2,-0.706037402,CCL7
TWSG1,-0.762689829,CCL7
UNKL,-0.855769992,CCL7
MAGEA11,-0.59140408,CCL7
CTSZ,-0.746396124,CCL7
FBXW11,-0.518662035,CCL7
CD93,-0.611204505,CCL7
PGAP3,0.307082742,CCL7
RAB11FIP1,-3.372028828,CCL7
SIK2,-0.636942148,CCL7
DSTN,-0.517940879,CCL7
UBE2W,-0.695151389,CCL7
YAP1,-0.549379826,CCL7
TGFB2,-0.861170828,CCL7
OLFML2B,-4.708805084,CCL7
NET1,-0.282023996,CCL7
DUOX1,-0.626086175,DLG2
BCL2L11,-0.835545123,DLG2
MXD1,-0.636743903,DLG2
DNAJC3,-0.757226706,DLG2
DSG1,-0.423732728,DLG2
CRYZL1,-1.433820844,DLG2
COL6A3,-0.734944999,DLG2
ATP7A,-0.682853341,DLG2
CISD1,-0.395482838,DLG2
R3HCC1,0.415525466,DLG2
TCP11L1,-0.925121248,DLG2
PDE5A,-0.630452394,DLG2
PRMT1,0.276317835,DLG2
RXRG,-0.504166365,DLG2
HP1BP3,-0.529376388,DLG2
LTBP1,-1.133411169,DLG2
CCL1,-0.680998564,DLG2
COL5A2,-0.596396565,DLG2
LAMA4,-0.548389792,DLG2
NSD3,-1.118885994,DLG2
STMN4,0.533458054,CACNA1A
MVB12B,0.5177719,CACNA1A
KCNIP1,0.361246288,CACNA1A
CLCN5,0.576363146,CACNA1A
GAS7,0.659606636,CACNA1A
CISD1,-0.339003175,CACNA1A
ASL,-0.357772529,CACNA1A
KCND2,0.460815609,CACNA1A
ENOX1,0.384355485,CACNA1A
ABLIM3,-0.68881464,CACNA1A
SIRT3,-0.313367575,CACNA1A
AKR1B10,-0.420097321,CACNA1A
TALDO1,-0.429186255,CACNA1A
ZNF32,0.394642889,CACNA1A
TCF4,-0.380580842,CACNA1A
TMEM259,-0.563598931,CACNA1A
THEM6,-0.360228896,CACNA1A
GSDMD,-0.510485232,CACNA1A
GHR,0.427832007,CACNA1A
ARF6,0.340252846,CACNA1A
PAF1,-1.014300585,TACR3
AGPAT2,-0.907480836,TACR3
URB2,0.395250529,TACR3
CIDEC,-1.013823509,TACR3
TTR,-0.634176731,TACR3
RUVBL1,-0.313816428,TACR3
S1PR4,-0.555531859,TACR3
APOC3,-0.811985314,TACR3
MYBL2,-0.556378365,TACR3
GNB2,-0.532955945,TACR3
PRB3,-0.555078089,TACR3
PFKL,-0.6524086,TACR3
STAP2,-0.436545521,TACR3
CNN2,-0.492726088,TACR3
UNC93B1,-0.72661227,TACR3
RAB11FIP1,-3.694855213,TACR3
TJP3,-0.372113734,TACR3
LIPE,-0.47331211,TACR3
EFNA4,-0.63517338,TACR3
U2AF1,-0.411981076,TACR3
AMDHD2,-1.039694548,ADRA2B
DBP,-0.591505051,ADRA2B
MYBL2,-0.555848897,ADRA2B
TMPRSS11D,-0.889768362,ADRA2B
PAF1,-0.971458435,ADRA2B
AGPAT2,-0.883179843,ADRA2B
U2AF1,-0.471470147,ADRA2B
TTR,-0.674087524,ADRA2B
UNC93B1,-0.782674551,ADRA2B
NSMF,-0.717906356,ADRA2B
HSPB1,-0.979454577,ADRA2B
SLC29A1,-0.866947353,ADRA2B
WT1,0.316963673,ADRA2B
PFKL,-0.696649015,ADRA2B
ETFB,-0.243763909,ADRA2B
TYMP,-0.443905056,ADRA2B
LHPP,0.432029277,ADRA2B
PTGES2,-0.64757359,ADRA2B
TSEN34,-0.320039243,ADRA2B
ABR,-0.80663377,ADRA2B
MERTK,-0.700565755,CD99
DIO2,-1.095293283,CD99
BLCAP,0.202624515,CD99
CARMIL1,-1.04767108,CD99
VRK3,0.300519884,CD99
LONP1,0.254647493,CD99
IDH3B,0.282989413,CD99
KHSRP,0.283733964,CD99
RPL10,0.282553166,CD99
ABHD5,-0.852942288,CD99
CAT,-0.387528151,CD99
PAPSS1,-0.570399642,CD99
DSTN,-0.533508122,CD99
PAFAH1B3,0.126929939,CD99
GLRX,-0.293040901,CD99
DUOX1,-0.447438866,CD99
YAP1,-0.676318288,CD99
BBS7,-0.525222778,CD99
IL1RL1,-0.50820291,CD99
DNAJC3,-0.630305171,CD99
AMT,0.592042267,ACE
GPX1,-0.256275475,ACE
SLC12A1,0.358502597,ACE
CD28,0.614989102,ACE
UMOD,0.28991273,ACE
LCP1,0.39881286,ACE
ELN,-0.410307497,ACE
CLDN8,0.400825769,ACE
COQ8A,-0.499572515,ACE
AKR1C1,-0.402015865,ACE
KCNJ1,0.495011836,ACE
TCF21,0.358554333,ACE
VWF,-0.633103549,ACE
PCGF3,-0.532410324,ACE
BCL2A1,0.718506157,ACE
ARSB,0.482829779,ACE
TALDO1,-0.427951127,ACE
AKR1C2,-0.556919456,ACE
ZNF32,0.415876031,ACE
LGALS2,0.298234284,ACE
DNAJC3,-0.801759124,CD6
PAPSS1,-0.625645697,CD6
ANKRD12,-0.626352131,CD6
KLHL24,-0.886013389,CD6
VRK3,0.288052082,CD6
RPL10,0.297527075,CD6
IDH3B,0.288227946,CD6
CAT,-0.392605096,CD6
YAP1,-0.702882588,CD6
CARMIL1,-1.135500193,CD6
GLRX,-0.372957647,CD6
CCR10,0.404201329,CD6
CBX1,-0.395089537,CD6
CSNK1A1,-0.800399303,CD6
DIO2,-0.795885623,CD6
AKAP13,-0.873394787,CD6
SOX4,-0.701542377,CD6
NET1,-0.362424225,CD6
TWSG1,-0.744435966,CD6
RHEB,-0.094404325,CD6
DSC2,-0.406754106,CTNNBIP1
RSF1,-0.660859585,CTNNBIP1
IDH3A,-0.434361696,CTNNBIP1
KLF8,-0.798733532,CTNNBIP1
GPR1,-0.622418284,CTNNBIP1
ANKRD12,-0.746825099,CTNNBIP1
GPALPP1,-0.579716921,CTNNBIP1
DUOX1,-0.605796576,CTNNBIP1
CISD1,-0.404788911,CTNNBIP1
PAPSS1,-0.66413486,CTNNBIP1
IQGAP1,-0.26873821,CTNNBIP1
HLA-DRA,-0.230081618,CTNNBIP1
BACH1,-0.714713514,CTNNBIP1
CARMIL1,-1.051219106,CTNNBIP1
TXNDC15,-0.93801856,CTNNBIP1
CRYZL1,-1.409424663,CTNNBIP1
NABP1,-0.829618812,CTNNBIP1
EMSY,-0.758384287,CTNNBIP1
DDX52,-0.576242507,CTNNBIP1
NIPBL,-0.558917284,CTNNBIP1
B4GAT1,-0.936408043,AURKA
SLC46A3,-0.673138142,AURKA
FOS,0.200262398,AURKA
SAE1,0.265167654,AURKA
AKAP6,-0.650250256,AURKA
SLIT1,-0.50241214,AURKA
AKR1B1,0.426848382,AURKA
TMEM106C,-0.507289708,AURKA
SLC6A20,-0.518300354,AURKA
IPP,-0.897328973,AURKA
STX4,0.23742798,AURKA
CTSZ,-0.647329628,AURKA
FN3K,-0.62223953,AURKA
TGFBR2,-0.806059599,AURKA
SNRPC,0.259976745,AURKA
MED31,-0.672351301,AURKA
SIPA1L1,-0.391477138,AURKA
SLC6A4,-0.458373606,AURKA
MAN1C1,0.4244636,AURKA
PCDHB12,-0.691846728,AURKA
DNAJC3,-0.741649806,CLN3
PAPSS1,-0.562371433,CLN3
CARMIL1,-1.049100995,CLN3
NMNAT2,-0.677509546,CLN3
IDH3B,0.291342467,CLN3
RPL10,0.263460785,CLN3
BRAF,-0.997732162,CLN3
RAB11FIP1,-3.465516567,CLN3
PGAP3,0.303497553,CLN3
CYTH3,-1.12248373,CLN3
MERTK,-0.625703275,CLN3
NET1,-0.296271384,CLN3
SOX4,-0.636830688,CLN3
DDX52,-0.663102686,CLN3
ANKRD12,-0.58316797,CLN3
EMSY,-0.624435723,CLN3
PRSS3,-0.290878236,CLN3
FLI1,0.496403962,CLN3
VRK3,0.290350497,CLN3
RSF1,-0.459370971,CLN3
CDKL2,-1.196141243,CPOX
CISD1,-0.441045076,CPOX
CRYZL1,-1.620931506,CPOX
HP1BP3,-0.629069507,CPOX
TXNDC15,-1.102041841,CPOX
MXD1,-0.654001534,CPOX
IQGAP1,-0.301089227,CPOX
DUOX1,-0.592047036,CPOX
IDH3A,-0.430448145,CPOX
RSF1,-0.590119779,CPOX
DDX52,-0.596258998,CPOX
CANX,-0.714322627,CPOX
CBX1,-0.462824017,CPOX
PAPSS1,-0.646506846,CPOX
PRMT1,0.286137432,CPOX
SPN,-0.593750596,CPOX
NDUFA9,0.268740177,CPOX
TRAM1,-0.8121171,CPOX
GPALPP1,-0.563917637,CPOX
ARHGEF15,-0.709241211,CPOX
AGPAT2,-1.017031193,ADCY1
PAF1,-1.054069519,ADCY1
TRPV4,-1.060862184,ADCY1
MYBL2,-0.670810103,ADCY1
PFKL,-0.765067637,ADCY1
S1PR4,-0.636088371,ADCY1
TCEAL4,0.548585713,ADCY1
ALDH1A2,0.295161247,ADCY1
CD300A,0.437990695,ADCY1
STAP2,-0.468780667,ADCY1
LRPAP1,-0.550767481,ADCY1
TSEN34,-0.366144776,ADCY1
RUVBL1,-0.335979521,ADCY1
UNC93B1,-0.77434361,ADCY1
AKT1,-0.371908426,ADCY1
POR,-0.587460697,ADCY1
ATF6B,-0.884474576,ADCY1
LLGL1,-0.781552732,ADCY1
OSBPL2,-0.582457066,ADCY1
HRAS,-0.522228718,ADCY1
NSMF,-0.955644369,PDE3A
DBP,-0.805386126,PDE3A
LHPP,0.464842826,PDE3A
GINS1,0.53721571,PDE3A
KIF2C,-1.325459003,PDE3A
ADSL,0.263473064,PDE3A
XPNPEP3,0.562425017,PDE3A
ALDOC,-0.897066593,PDE3A
BATF,-0.703595459,PDE3A
DIO2,-1.058997512,PDE3A
COQ8A,-0.579536021,PDE3A
THAP10,0.403350234,PDE3A
STAP2,-0.468036711,PDE3A
ZBED8,0.608006775,PDE3A
SPRR1A,-0.511972725,PDE3A
ITGA4,0.457392782,PDE3A
GNAI2,-0.708893418,PDE3A
AMT,0.552853048,PDE3A
PRB1,-0.849552095,PDE3A
MMP8,0.481836349,PDE3A
KCNIP1,0.411316305,ALOX12
AMT,0.543067336,ALOX12
DCAF4,0.521472454,ALOX12
ARC,0.448587388,ALOX12
THRAP3,-0.507529318,ALOX12
SLC6A12,0.576123059,ALOX12
VAV3,0.592786908,ALOX12
DIO2,-0.747441292,ALOX12
STMN4,0.524896204,ALOX12
NOP14,-0.491802365,ALOX12
ACVR2A,0.415633708,ALOX12
OSBPL2,-0.543020606,ALOX12
CDC42EP3,0.341610581,ALOX12
PRDX2,-0.217513323,ALOX12
ZNF32,0.393234551,ALOX12
DZANK1,0.589099944,ALOX12
CNNM4,0.427413732,ALOX12
DPP6,0.471396953,ALOX12
ABLIM3,-0.669553101,ALOX12
ANKFY1,-0.580913603,ALOX12
LAT2,0.276943713,CCL17
MMRN2,-0.778392494,CCL17
CD93,-0.706244111,CCL17
CTSZ,-0.965542614,CCL17
CARMIL1,-1.003096581,CCL17
TGFB2,-0.802220762,CCL17
TUBGCP2,0.34850949,CCL17
PSME2,0.175208196,CCL17
NMNAT2,-0.615292907,CCL17
TWSG1,-0.700623751,CCL17
NKG7,0.489427954,CCL17
EMSY,-0.731580019,CCL17
PXN,0.180873618,CCL17
PGAP3,0.330567032,CCL17
PTPRB,-0.477421582,CCL17
TTC38,0.307118237,CCL17
CD63,0.588788211,CCL17
EIPR1,0.269792438,CCL17
ANO1,-0.828421772,CCL17
HADH,-0.304604262,CCL17
PAF1,-1.071123362,PDE8A
AGPAT2,-0.970207274,PDE8A
MGAT1,-0.625965893,PDE8A
CNNM4,0.464969933,PDE8A
RUVBL1,-0.330048829,PDE8A
MRPL33,0.366190881,PDE8A
CIDEC,-0.926717639,PDE8A
CRIP2,-0.468141437,PDE8A
TKFC,-0.634374022,PDE8A
TYMP,-0.447410136,PDE8A
UNC93B1,-0.727122366,PDE8A
PFKL,-0.70856297,PDE8A
STAP2,-0.432802051,PDE8A
TSEN34,-0.327347517,PDE8A
ATF6B,-0.845277011,PDE8A
EVA1B,-0.845269144,PDE8A
LIPE,-0.51020968,PDE8A
ABLIM3,-0.727223516,PDE8A
AKT1,-0.333465338,PDE8A
MYBL2,-0.517055392,PDE8A
STAP2,-0.509306371,ACTL6A
GNB2,-0.601024449,ACTL6A
PAF1,-0.951359451,ACTL6A
S1PR4,-0.593259275,ACTL6A
SGSM2,-0.75677973,ACTL6A
COL4A1,-0.235090747,ACTL6A
MYBL2,-0.587544024,ACTL6A
TPRA1,-1.021532297,ACTL6A
CCDC85B,-0.449643016,ACTL6A
TYMP,-0.475201964,ACTL6A
INPP5J,-0.845930934,ACTL6A
TSEN34,-0.3349213,ACTL6A
P4HTM,-0.408977151,ACTL6A
RUVBL1,-0.32877636,ACTL6A
GPS1,-0.615307987,ACTL6A
LLGL1,-0.738569796,ACTL6A
CRIP2,-0.457160503,ACTL6A
EHBP1L1,-0.742982626,ACTL6A
ZFPL1,-1.000345588,ACTL6A
RAMP1,-0.377111673,ACTL6A
CD163,-0.955496669,RAB27A
TLR5,-0.71889317,RAB27A
HEBP2,-0.436079651,RAB27A
JPT2,-0.519820154,RAB27A
CBR3,0.910610199,RAB27A
PARN,0.499114871,RAB27A
IL2RG,0.542075753,RAB27A
HNMT,-0.279750645,RAB27A
SORL1,0.21402216,RAB27A
FGF7,-0.494853914,RAB27A
KIF5C,0.732991457,RAB27A
MYOC,-0.545753002,RAB27A
CD14,-0.300985157,RAB27A
MMP1,0.863359094,RAB27A
FBXO22,0.528513908,RAB27A
CHST1,-0.393262058,RAB27A
CR2,0.329061061,RAB27A
APOBEC3C,0.487617612,RAB27A
MALT1,0.651128113,RAB27A
FGB,-0.38986966,RAB27A
SSBP2,-0.933144212,PPP4R2
DNASE1L3,0.367444217,PPP4R2
BANK1,0.211478323,PPP4R2
RIPOR2,-0.373349994,PPP4R2
APOBEC3C,0.507561922,PPP4R2
TYRP1,0.730783165,PPP4R2
RUVBL1,-0.245365202,PPP4R2
SGK2,-0.326961458,PPP4R2
ASB9,0.267091781,PPP4R2
NME3,-0.37647298,PPP4R2
CSNK1A1,-0.568429828,PPP4R2
FGF7,-0.520817637,PPP4R2
PARN,0.481978625,PPP4R2
CST7,0.259034604,PPP4R2
BCL2A1,0.64501363,PPP4R2
CCNL2,-0.387921453,PPP4R2
IL27RA,0.553315103,PPP4R2
TRAM2,0.541273892,PPP4R2
JPT2,-0.545615375,PPP4R2
RAB13,0.369866371,PPP4R2
LPAL2,0.47189483,NID1
TIAM1,0.1913082,NID1
GLYAT,0.582973003,NID1
TMEM70,-0.534533978,NID1
CYP4A11,0.546821713,NID1
CD163,-0.947589636,NID1
VAV3,0.556228399,NID1
KLRC3,0.41893369,NID1
PTH1R,0.324358523,NID1
FLT1,-0.468013138,NID1
ASB9,0.259219646,NID1
SLC10A1,0.330173939,NID1
EPPK1,-0.475374252,NID1
GHR,0.37143141,NID1
MMP1,0.879404366,NID1
ERMAP,0.311706156,NID1
KLF13,-0.651355803,NID1
APOF,0.519734681,NID1
RDH16,0.334740281,NID1
LPA,0.374022514,NID1
SLC5A6,0.349720895,SPHK1
BCL2A1,0.735696316,SPHK1
CD160,0.719713867,SPHK1
ARPC2,0.351769686,SPHK1
LYN,0.649271965,SPHK1
CD300A,0.386685997,SPHK1
CUEDC1,-0.630108356,SPHK1
SLC6A12,0.559981227,SPHK1
CISD1,-0.329104006,SPHK1
AKAP8L,-0.4961496,SPHK1
COQ8A,-0.436348498,SPHK1
BIK,-0.385994554,SPHK1
GATA3,0.37770918,SPHK1
GHR,0.416036546,SPHK1
GNA11,-0.343569785,SPHK1
AMACR,0.438866466,SPHK1
DIO2,-0.701646924,SPHK1
SELL,0.70413363,SPHK1
LONP2,0.321662128,SPHK1
SLC17A1,0.491930068,SPHK1
SLC17A1,0.594249189,LRP8
SSBP2,-0.706557512,LRP8
ETNK2,0.517341256,LRP8
OSBPL3,-0.367220312,LRP8
NFYC,-0.553466499,LRP8
RAC2,0.233865902,LRP8
LIMK2,-0.342513353,LRP8
CD5L,0.654774308,LRP8
BRD4,-0.89404422,LRP8
TRIM5,-0.483302504,LRP8
AMACR,0.43782115,LRP8
PHC2,-0.409861207,LRP8
TYMP,-0.359226376,LRP8
CDCP1,-0.249498069,LRP8
GREB1,0.555625677,LRP8
GATA3,0.372889489,LRP8
ATP1A3,-0.617405832,LRP8
TRMT2B,0.504899919,LRP8
ZNF337,0.568977654,LRP8
COL4A1,-0.203105569,LRP8
TMEM70,-0.616019011,OAS1
SSBP2,-0.708037317,OAS1
APOBEC3C,0.569786549,OAS1
DNASE1L3,0.401463062,OAS1
R3HCC1,0.397265643,OAS1
DUSP1,-0.819401145,OAS1
ANXA4,-0.323705077,OAS1
KLRC3,0.455225915,OAS1
TTF1,0.524129629,OAS1
TIAM1,0.169474319,OAS1
SLC6A1,0.454600722,OAS1
TFRC,-0.361562878,OAS1
JPT2,-0.659370542,OAS1
RAB13,0.408368587,OAS1
FBXO22,0.559862852,OAS1
COCH,0.363726616,OAS1
PHLPP1,0.443012893,OAS1
KIF5C,0.717229962,OAS1
CD5L,0.657085717,OAS1
FGF7,-0.507457078,OAS1
SSBP2,-0.905566096,NT5E
RAB13,0.491927058,NT5E
TLR5,-0.869106174,NT5E
CD163,-1.378338218,NT5E
ERMAP,0.353227496,NT5E
APOBEC3C,0.549145222,NT5E
KIF2C,-1.085180759,NT5E
TIMM22,0.294732034,NT5E
ARPC2,0.352160066,NT5E
SREBF1,-0.496136099,NT5E
SPRY1,-0.40020746,NT5E
TYMP,-0.361415565,NT5E
KLRC3,0.426669091,NT5E
ZNF337,0.586392164,NT5E
PHC2,-0.427419811,NT5E
MMP1,0.929419577,NT5E
DCTN2,0.425530463,NT5E
NFKB2,-0.397744179,NT5E
MRPL12,-0.372581601,NT5E
GFRA1,0.367028296,NT5E
ARPC2,0.282303512,COASY
CARMIL1,-0.671244979,COASY
CAPRIN2,0.274076551,COASY
ZNF274,0.602151513,COASY
GHR,0.304386497,COASY
TCTA,0.270170331,COASY
B4GAT1,-0.576247931,COASY
CCL25,-0.483904988,COASY
RRN3,0.404994637,COASY
ARF6,0.263599336,COASY
AFDN,-0.525198102,COASY
JPT2,-0.302085996,COASY
TNFSF15,-0.380375654,COASY
GADD45A,0.319699854,COASY
LSM14B,-0.420260221,COASY
PLAT,0.242033765,COASY
GSDME,0.43368572,COASY
HERC6,0.537020743,COASY
DBN1,-0.669741809,COASY
MAGEH1,0.563670516,COASY
SSBP2,-0.826857865,MXRA8
NLRP1,0.551932335,MXRA8
LIPC,0.790684223,MXRA8
RAB13,0.502833843,MXRA8
LPA,0.400612563,MXRA8
KLRC3,0.448970139,MXRA8
ERMAP,0.337675869,MXRA8
ASB9,0.294442773,MXRA8
APOBEC3C,0.570666969,MXRA8
DUSP1,-0.701110244,MXRA8
DNASE1L3,0.377719641,MXRA8
ARPC2,0.354108036,MXRA8
FAT4,-0.555663347,MXRA8
ARHGAP22,0.436800689,MXRA8
GYS2,0.42546019,MXRA8
JPT2,-0.560596228,MXRA8
MMP1,0.89084065,MXRA8
PTK2B,0.731882274,MXRA8
LPAL2,0.448834509,MXRA8
CLU,0.494725674,MXRA8
GNAL,0.371824712,OXSR1
DBN1,-1.059572935,OXSR1
HMGN4,0.618981421,OXSR1
LRP5,-0.495213896,OXSR1
MTMR9,0.612637103,OXSR1
HELZ,-0.505592823,OXSR1
PLD2,-0.599778295,OXSR1
ZNF329,0.615377903,OXSR1
MSRA,0.313302904,OXSR1
DTX2,-0.577330291,OXSR1
MVD,-0.591209412,OXSR1
APOO,0.517370701,OXSR1
ANGEL2,0.396018922,OXSR1
POP4,0.213017866,OXSR1
HMGN5,0.562012315,OXSR1
ZNF202,0.345990628,OXSR1
INPPL1,-0.728830993,OXSR1
ECH1,-0.169610277,OXSR1
COQ7,0.474364787,OXSR1
COG2,0.238490507,OXSR1
DMXL1,0.28852573,CPNE3
THAP10,0.313065827,CPNE3
COQ8A,-0.468967259,CPNE3
POLR3F,0.52740854,CPNE3
MARK2,-0.537622392,CPNE3
RAI14,0.368191838,CPNE3
NFATC1,-0.671654344,CPNE3
IMPACT,0.521599889,CPNE3
LCP2,0.350625157,CPNE3
PLEC,-0.595899105,CPNE3
SETMAR,0.442608029,CPNE3
TCTA,0.312923938,CPNE3
RIT2,0.370358616,CPNE3
POU2F2,-0.695625663,CPNE3
SIPA1,-0.392573655,CPNE3
GINS1,0.406177521,CPNE3
COQ7,0.457376152,CPNE3
ZNF223,0.3617751,CPNE3
RECQL5,-0.534031332,CPNE3
GREB1,0.474832058,CPNE3
LCMT1,0.381164163,LSM7
KLRC3,0.490238965,LSM7
SMNDC1,0.162985593,LSM7
PARN,0.557821572,LSM7
KPNA5,0.510339022,LSM7
PPP2R2D,0.489604324,LSM7
DENND1A,0.269343257,LSM7
MMP1,1.009749174,LSM7
ANXA4,-0.331671059,LSM7
MAGOH,0.227446184,LSM7
P4HTM,-0.379084706,LSM7
CD177,0.307146877,LSM7
RAB38,0.49335146,LSM7
ZNF10,0.450732708,LSM7
YKT6,0.393017441,LSM7
SHROOM2,0.572312474,LSM7
ZNF337,0.592389345,LSM7
SGSM3,-0.352043837,LSM7
ANTXR1,0.721156836,LSM7
CD36,-0.481046557,LSM7
SSBP2,-0.830285072,MS4A1
ERMAP,0.384238839,MS4A1
JPT2,-0.532942951,MS4A1
IL1RAP,0.275127023,MS4A1
CAMK4,0.620676279,MS4A1
ARPC2,0.37727803,MS4A1
ZNF337,0.608991206,MS4A1
INVS,0.449961811,MS4A1
MMP1,0.962907553,MS4A1
KCTD13,0.464293778,MS4A1
QPCT,0.17272082,MS4A1
HTRA1,0.75745225,MS4A1
LCP1,0.356397003,MS4A1
AGPAT1,0.410382211,MS4A1
TRAF3IP2,0.435184509,MS4A1
SUPT3H,0.432304204,MS4A1
ZNF280A,0.649144709,MS4A1
LIMK2,-0.309154987,MS4A1
TIAM1,0.173040092,MS4A1
LCMT1,0.352020711,MS4A1
JPT2,-0.634971917,LRBA
CR2,0.379399061,LRBA
DUSP1,-0.82144922,LRBA
CD163,-0.854483664,LRBA
NFYC,-0.441287041,LRBA
DNASE1L3,0.363826871,LRBA
CSNK1A1,-0.642943442,LRBA
R3HDM2,0.286817133,LRBA
SLC43A3,-0.336141527,LRBA
COL4A1,-0.184142768,LRBA
TESK2,0.294043303,LRBA
QPCT,0.14812237,LRBA
CYB5B,-0.365509629,LRBA
DUSP22,0.346944541,LRBA
HSPA1L,0.50990212,LRBA
OSMR,-0.67010361,LRBA
TRABD,-0.501201332,LRBA
NFKB2,-0.319860399,LRBA
CD14,-0.288198233,LRBA
POLD2,-0.373711556,LRBA
TUBB6,0.980018497,TOX
BLVRA,0.800773919,TOX
USP18,0.411491483,TOX
RPL13,-0.338450164,TOX
ZAP70,0.568471014,TOX
IRF9,0.491073549,TOX
PACSIN3,0.682103992,TOX
MMP1,1.017029405,TOX
CNIH3,0.488896102,TOX
EFEMP2,0.518324554,TOX
PSME2,0.179783329,TOX
COQ6,0.394656688,TOX
RPLP2,-0.400292397,TOX
EIF3H,-0.316453636,TOX
EIF3E,-0.66516459,TOX
GAPDH,-1.795718551,TOX
RPS8,-0.511591554,TOX
TMEM97,-0.28799811,TOX
DSTYK,0.6601789,TOX
GTPBP2,0.393816829,TOX
ADAMTS3,0.515725553,SEMA4D
COPS5,-0.321721435,SEMA4D
PSMA1,-0.269676715,SEMA4D
RPS6KA5,-0.561097682,SEMA4D
TLR5,-0.755589306,SEMA4D
SLC35G2,-0.441616356,SEMA4D
RPL8,-0.442775249,SEMA4D
LAMA1,-0.765424609,SEMA4D
GAPDH,-1.704605341,SEMA4D
ADAMTS5,-0.409031093,SEMA4D
OGFOD1,0.353818506,SEMA4D
TP53TG1,0.548592389,SEMA4D
TNPO3,-0.276103973,SEMA4D
C9orf116,0.542382002,SEMA4D
EIF3E,-0.677161217,SEMA4D
ACSL5,-0.217974439,SEMA4D
KCNJ2,-0.602070749,SEMA4D
ELP5,0.294030994,SEMA4D
TSPAN1,0.158003718,SEMA4D
KAT8,0.241676152,SEMA4D
RAB33B,0.319307923,SLC30A4
OGFOD1,0.440413266,SLC30A4
KLRC3,0.477177352,SLC30A4
TTC38,0.330912948,SLC30A4
GAPDH,-1.947952271,SLC30A4
SETMAR,0.581481457,SLC30A4
ZAP70,0.588496208,SLC30A4
ZNF140,0.412512779,SLC30A4
ZNF136,0.837220728,SLC30A4
AGA,0.569611847,SLC30A4
MGAT4A,0.450116783,SLC30A4
LCP2,0.416668683,SLC30A4
TUBB6,0.871664762,SLC30A4
CCND1,-0.836697161,SLC30A4
UROS,0.333342731,SLC30A4
NME6,0.458260983,SLC30A4
IL2RG,0.588870883,SLC30A4
COQ6,0.394848913,SLC30A4
TCEAL1,0.760531843,SLC30A4
SRR,0.633962095,SLC30A4
VPREB1,0.3824898,TNFRSF10C
ADAMTS3,0.588246524,TNFRSF10C
PSME2,0.188043624,TNFRSF10C
RYR2,0.471463621,TNFRSF10C
GAPDH,-2.084065676,TNFRSF10C
SETMAR,0.676291466,TNFRSF10C
USP18,0.432127118,TNFRSF10C
TUBB6,0.921977162,TNFRSF10C
URB2,0.404788882,TNFRSF10C
GTPBP2,0.500887692,TNFRSF10C
CSPG4,0.69519937,TNFRSF10C
MAP9,0.775961041,TNFRSF10C
EFCAB2,0.53579706,TNFRSF10C
RAB33B,0.311816931,TNFRSF10C
RPL13,-0.388929397,TNFRSF10C
SQLE,-0.232013494,TNFRSF10C
CAND2,0.710755467,TNFRSF10C
TAPBP,0.3584328,TNFRSF10C
BLVRA,0.759807289,TNFRSF10C
ZNF223,0.505353987,TNFRSF10C
ZAP70,0.632981241,TNFAIP6
LCP2,0.443671227,TNFAIP6
EFEMP2,0.535734892,TNFAIP6
BLVRA,0.729698539,TNFAIP6
GINS3,0.445385188,TNFAIP6
DLX5,-0.50152564,TNFAIP6
SMAGP,0.367530793,TNFAIP6
CLEC11A,0.365659326,TNFAIP6
GAPDH,-1.618519902,TNFAIP6
PSME2,0.175858021,TNFAIP6
CSF3R,0.191242412,TNFAIP6
CYLD,0.547571778,TNFAIP6
TUBB6,0.842378139,TNFAIP6
C5AR1,0.365507871,TNFAIP6
LDLRAP1,0.403547138,TNFAIP6
RPL8,-0.449875653,TNFAIP6
SQLE,-0.199388698,TNFAIP6
SENP3,0.468005955,TNFAIP6
RPS16,-0.260758191,TNFAIP6
YKT6,0.401881933,TNFAIP6
USP18,0.457713515,TRAF1
MICAL1,0.453003436,TRAF1
ANGPT1,-0.303917617,TRAF1
TRAPPC12,0.377074122,TRAF1
VPREB1,0.351359189,TRAF1
RPS16,-0.268074363,TRAF1
NLGN1,0.533705115,TRAF1
ELMO2,0.412343442,TRAF1
TRIM17,0.409203619,TRAF1
RFWD3,0.425759345,TRAF1
IL1RAPL1,0.426814526,TRAF1
RPL13,-0.341232151,TRAF1
FOSL1,0.401815623,TRAF1
ZAP70,0.596606731,TRAF1
RPLP2,-0.418536842,TRAF1
PSMB8,0.221561313,TRAF1
IRF9,0.499360025,TRAF1
PSME2,0.174742952,TRAF1
COL1A1,0.438705891,TRAF1
LGALS9,0.392948627,TRAF1
RPLP2,-0.472100616,TPRKB
RPS16,-0.31971848,TPRKB
RPS8,-0.621783972,TPRKB
RPL29,-0.561494291,TPRKB
RPL13,-0.373983413,TPRKB
TAPBP,0.362022549,TPRKB
ENO2,0.35756579,TPRKB
GAPDH,-1.93443954,TPRKB
BLVRA,0.742004097,TPRKB
RPL10A,-0.633969784,TPRKB
ICAM1,0.413359314,TPRKB
IKZF1,-0.553780198,TPRKB
ST8SIA1,0.466756612,TPRKB
TNFAIP3,1.404479146,TPRKB
EFEMP2,0.523024797,TPRKB
