,names,pvals,logfoldchanges,condition,cellline
2047674,PHC1,9.393370270216658e-09,0.3875325322151184,lonidamine,MCF7
2047675,GABBR2,1.1704311404195971e-08,-0.3801033496856689,lonidamine,MCF7
2047676,PLXNB1,1.3670341175459034e-08,-0.337490826845169,lonidamine,MCF7
2047677,FAM3C,2.5618270797268774e-08,-0.2663192749023437,lonidamine,MCF7
2047678,BUB1B,3.869332684473143e-08,-0.1631275117397308,lonidamine,MCF7
2047679,LOXL1,3.9832506221880345e-08,-0.2216247916221618,lonidamine,MCF7
2047680,ERF,4.852094266474623e-08,-0.1921936720609665,lonidamine,MCF7
2047681,GEMIN4,5.4256871083381244e-08,-0.2513742446899414,lonidamine,MCF7
2049662,KLHL11,4.208120484964859e-06,-0.5099276304244995,AR-C133057XX,MCF7
2049663,SSX3,5.543623024239541e-06,-0.5232146382331848,AR-C133057XX,MCF7
2049664,LY9,8.967615949792489e-06,-0.5630019307136536,AR-C133057XX,MCF7
2049665,YKT6,1.1650642004752132e-05,-0.3629569113254547,AR-C133057XX,MCF7
2049666,SLC12A6,1.3802291779990071e-05,-0.4801148176193237,AR-C133057XX,MCF7
2049667,CCDC186,1.5543936493197487e-05,-0.4890850484371185,AR-C133057XX,MCF7
2049668,DNAJC3,1.7666497304571763e-05,-0.6404621601104736,AR-C133057XX,MCF7
2049669,MVP,1.7753412251132975e-05,-0.4976399838924408,AR-C133057XX,MCF7
2049670,BHMT,2.696089311771209e-05,-0.3352982103824615,AR-C133057XX,MCF7
2049671,TTLL7,3.098126244628445e-05,-0.3869095146656036,AR-C133057XX,MCF7
2049672,SLC6A12,3.188134437961042e-05,-0.518765926361084,AR-C133057XX,MCF7
2049673,DNM3,3.234064901203297e-05,-0.4458868205547333,AR-C133057XX,MCF7
2049674,COL4A5,3.407913034773839e-05,-0.2473949939012527,AR-C133057XX,MCF7
2049675,VPS41,3.523126417705898e-05,-0.2735730409622192,AR-C133057XX,MCF7
2049676,ITCH,3.928285908900025e-05,-0.3949881792068481,AR-C133057XX,MCF7
2049677,CTNNA3,4.079298195730027e-05,-0.3260505497455597,AR-C133057XX,MCF7
2049678,AKAP13,4.215937593628751e-05,-0.5266845226287842,AR-C133057XX,MCF7
2049679,DMTF1,4.4186882260722914e-05,-0.3374212384223938,AR-C133057XX,MCF7
2049680,LIPE,4.544742126030739e-05,-0.3717255294322967,AR-C133057XX,MCF7
2049681,PROX1,4.874964484098239e-05,-0.5382437109947205,AR-C133057XX,MCF7
2051662,CDKN1A,4.888347720160722e-10,0.1494020521640777,PX-12,MCF7
2051663,PGRMC2,5.092609294963306e-10,-0.3940957188606262,PX-12,MCF7
2051664,FOSL1,6.875649630821912e-10,0.4499683380126953,PX-12,MCF7
2051665,RFC5,8.994919831115527e-10,-0.1210563480854034,PX-12,MCF7
2051666,COL3A1,9.027975016155501e-10,-0.7222826480865479,PX-12,MCF7
2051667,RBP1,2.367044862294087e-09,0.2198025286197662,PX-12,MCF7
2051668,NFIB,3.4528171942862764e-09,-0.1918405890464782,PX-12,MCF7
2051669,LRP6,4.2235096369527085e-09,-0.3424642980098724,PX-12,MCF7
2051670,GIGYF2,5.915360864104142e-09,-0.2663945853710174,PX-12,MCF7
2051671,USP2,7.653359970295145e-09,-0.2456190884113311,PX-12,MCF7
2051672,PARPBP,2.0917446940431453e-08,-0.134952887892723,PX-12,MCF7
2051673,SHMT1,2.1058937451577964e-08,-0.306772768497467,PX-12,MCF7
2051674,ILK,2.4091896665120365e-08,0.1788768321275711,PX-12,MCF7
2051675,SOX18,2.4335724987522426e-08,-0.30985027551651,PX-12,MCF7
2051676,KIF11,2.5165906671527345e-08,-0.1977427005767822,PX-12,MCF7
2051677,INPP5D,2.5505618828604664e-08,-0.2940206527709961,PX-12,MCF7
2051678,COL4A1,2.64629349722956e-08,-0.5844323039054871,PX-12,MCF7
2051679,COPZ1,2.979630447776137e-08,0.1562083959579467,PX-12,MCF7
2051680,GRB10,3.1167972298110773e-08,0.2726770341396332,PX-12,MCF7
2051681,TIMP3,5.702677576833538e-08,-0.2042850703001022,PX-12,MCF7
2053662,LAGE3,0.0027532975476816,0.4130673110485077,IPI-145,MCF7
2053663,SNRPC,0.0027895377820253,0.4688571691513061,IPI-145,MCF7
2053664,RNASEH2A,0.0028078207970672,0.3132116794586181,IPI-145,MCF7
2053665,LSM3,0.0028078207970672,0.4216232597827911,IPI-145,MCF7
2053666,TRIAP1,0.0028078207970672,0.3171433210372925,IPI-145,MCF7
2053667,UQCRQ,0.0028447155125964,0.4740030467510223,IPI-145,MCF7
2053668,PIN4,0.0028447155125964,0.4190528094768524,IPI-145,MCF7
2053669,ENY2,0.0029008880462664,0.3930783271789551,IPI-145,MCF7
2053670,GLRX5,0.0029008880462664,0.3816933333873749,IPI-145,MCF7
2053671,ATP5PF,0.0029008880462664,0.4888038039207458,IPI-145,MCF7
2053672,DCTD,0.0029008880462664,0.4839772880077362,IPI-145,MCF7
2053673,LAMTOR2,0.002958071267984,0.4403610527515411,IPI-145,MCF7
2053674,DNAJC8,0.002958071267984,0.3683797419071197,IPI-145,MCF7
2053675,MYO1C,0.002958071267984,0.5084018111228943,IPI-145,MCF7
2053676,TMEM258,0.0029773597153736,0.4683158695697784,IPI-145,MCF7
2053677,RPL12,0.0030359155989697,0.4224973320960998,IPI-145,MCF7
2053678,RPSA,0.0030556664300604,0.5285922884941101,IPI-145,MCF7
2053679,RPL15,0.0030556664300604,0.4142394959926605,IPI-145,MCF7
2053680,NDUFAB1,0.0030556664300604,0.2963073253631592,IPI-145,MCF7
2053681,ATP5F1C,0.0030556664300604,0.3536105155944824,IPI-145,MCF7
2055662,RABGGTA,3.8750850109481937e-22,-0.4262374341487884,lestaurtinib,MCF7
2055663,GNAS,1.303002639298327e-21,0.0878467038273811,lestaurtinib,MCF7
2055664,KHDC4,1.3368359824158037e-21,0.2795164287090301,lestaurtinib,MCF7
2055665,PTGDS,3.0956906196806924e-21,-0.3583748340606689,lestaurtinib,MCF7
2055666,ST13,6.4328295510594185e-21,0.425432801246643,lestaurtinib,MCF7
2055667,ANAPC15,9.531340241685584e-21,-0.4541142880916595,lestaurtinib,MCF7
2055668,KLHL26,2.362575661436465e-20,-0.5002350807189941,lestaurtinib,MCF7
2055669,STAC,2.585761603078292e-20,-0.7424722909927368,lestaurtinib,MCF7
2055670,FUBP1,4.2794051021775344e-20,0.4400810301303863,lestaurtinib,MCF7
2055671,IFT46,4.851608983424271e-20,-0.4967143535614013,lestaurtinib,MCF7
2055672,ZBTB44,6.373107529831326e-20,-0.7428475022315979,lestaurtinib,MCF7
2055673,RAD51D,1.0872022291289906e-19,-0.6404201984405518,lestaurtinib,MCF7
2055674,GFPT1,2.1377981699636802e-19,0.4041472971439361,lestaurtinib,MCF7
2055675,ELAVL1,3.3453026828758333e-19,-0.6072904467582703,lestaurtinib,MCF7
2055676,MYL5,3.6833508549926523e-19,-0.802924394607544,lestaurtinib,MCF7
2055677,AKR7A2,4.522693359210077e-19,0.1522357761859893,lestaurtinib,MCF7
2055678,SLC9A1,6.662158091404239e-19,-0.6532843112945557,lestaurtinib,MCF7
2055679,C1orf105,7.425479103967973e-19,-0.5756101012229919,lestaurtinib,MCF7
2055680,CLCF1,8.868470162851043e-19,-0.699985146522522,lestaurtinib,MCF7
2055681,TINF2,1.0406488152033917e-18,-0.4020450711250305,lestaurtinib,MCF7
2057662,ARL6IP4,6.380849373165675e-25,-0.467630386352539,fasudil,MCF7
2057663,SHB,6.415758136037298e-25,-0.5179731845855713,fasudil,MCF7
2057664,PIGL,7.051805879140165e-25,-0.4501976370811462,fasudil,MCF7
2057665,RHBDL1,7.583241625410338e-25,-0.4966458678245544,fasudil,MCF7
2057666,GPATCH4,3.867025226149699e-24,-0.5947489142417908,fasudil,MCF7
2057667,NCLN,4.366798804494592e-24,-0.5000340342521667,fasudil,MCF7
2057668,RNH1,5.5167441586295736e-24,-0.2780970335006714,fasudil,MCF7
2057669,CLN6,6.2940489310367585e-24,-0.4681940674781799,fasudil,MCF7
2057670,INTS1,6.464359736989873e-24,-0.3863438069820404,fasudil,MCF7
2057671,ADAMTS12,7.749894831981278e-24,-0.6814630627632141,fasudil,MCF7
2057672,SUPT5H,1.1488525280562037e-23,-0.4033357501029968,fasudil,MCF7
2057673,SMAD5,1.337584505176104e-23,0.4295305907726288,fasudil,MCF7
2057674,RHOG,1.9035580178916885e-23,-0.4714989960193634,fasudil,MCF7
2057675,MEGF6,2.108185380505241e-23,-0.589604377746582,fasudil,MCF7
2057676,PAF1,2.265832547016633e-23,-0.5746611952781677,fasudil,MCF7
2057677,ZGPAT,2.3927282283352474e-23,-0.4733285307884216,fasudil,MCF7
2057678,PGP,2.621573775372401e-23,-0.5167827606201172,fasudil,MCF7
2057679,NPRL3,2.715249971874073e-23,-0.5168435573577881,fasudil,MCF7
2057680,THRB,2.862012735627286e-23,-0.5481401681900024,fasudil,MCF7
2057681,TNFRSF11A,3.281381627463612e-23,-0.4453159272670746,fasudil,MCF7
2059662,DDB2,2.8390458512968525e-52,0.3459439277648926,gemcitabine,MCF7
2059663,AURKA,2.442199080878331e-49,-0.6835448145866394,gemcitabine,MCF7
2059664,CENPF,2.271400134119403e-42,-0.4256651699542999,gemcitabine,MCF7
2059665,EPHA2,5.808178166219689e-42,0.5024520754814148,gemcitabine,MCF7
2059666,CDKN1A,1.058648547444145e-40,0.4704371392726898,gemcitabine,MCF7
2059667,KIF20A,1.329930500866484e-39,-0.4592321515083313,gemcitabine,MCF7
2059668,ETHE1,6.561436025190564e-37,0.4199084639549255,gemcitabine,MCF7
2059669,DDIT4,1.8595396854693385e-36,0.2167045027017593,gemcitabine,MCF7
2059670,BTG2,4.186190136603727e-36,0.2471448332071304,gemcitabine,MCF7
2059671,CCNA2,4.297835239336952e-36,-0.3433274030685425,gemcitabine,MCF7
2059672,SMC4,4.6102317266444753e-36,-0.3371104300022125,gemcitabine,MCF7
2059673,SPSB3,1.321624466818548e-35,0.3985526859760284,gemcitabine,MCF7
2059674,DLGAP5,3.1437058279420687e-35,-0.3556228876113891,gemcitabine,MCF7
