names,logfoldchanges
KLHL24,-0.563491821
FAM3A,0.252466977
MAP3K6,0.39568454
STUB1,0.125474632
LAMB2,0.279314131
SLC22A11,-0.528015256
CHMP7,0.283991992
POR,0.528489113
EIF4A2,-0.302529335
MYCN,-0.699458301
YWHAQ,-0.27088359
PRMT1,0.244343519
ARL6IP4,0.335768372
CD320,0.209847018
GMPPA,0.321053147
CD151,0.252689838
EDC4,0.370535582
RBM14,0.264775127
NSMF,0.288322479
EMCN,-0.514007688
TWF2,0.47058183
LRRC8D,-0.200905859
GORASP1,0.365455627
NXF1,0.229691595
NHEJ1,-0.519086301
CDK4,0.095805585
SSRP1,0.247301385
HCFC1,0.396179914
GOLGA3,0.457048863
PLCG1,0.394795358
TMEM109,0.175597802
SFSWAP,0.410387397
NFKBIA,0.523516417
WIPF2,0.191717356
GTF2IRD1,0.292636067
WDR6,0.310971856
SOX9,-0.472686827
PLAUR,0.197934195
FXR2,0.287758976
CD320,0.247244284
PUS1,0.314840615
ARHGAP1,0.111584164
MAP4K4,-0.614465177
WWTR1,-0.094613411
DNAJC10,-0.141163394
WDR33,-0.259757131
CASC3,-0.154299498
RNASEH1,-0.099857412
HRH3,0.415515482
BNIP3,-0.088621274
FASTKD2,-0.229381219
PRKAG1,-0.342840016
SEC22A,-0.301433533
ZNF184,-0.167314842
MUL1,-0.417750299
SLC16A4,-0.199511975
UNC119B,-0.301742047
ACAD8,-0.317777187
PIGH,-0.184983358
TRIM68,-0.187137008
MBD1,0.271305978
PDYN,0.277657747
RPS24,0.612297118
EEF1A1,0.590534091
RPL7A,0.559964657
RPS18,0.64063412
RPL27A,0.537072062
RPL32,0.542761147
CFL1,0.58213228
RPL9,0.49553892
RPL37,0.489108443
RPS10,0.515432179
RPS13,0.469919115
RPL41,0.634046078
RPS12,0.60074234
RPS19,0.510888755
RPL23A,0.590836823
RPS14,0.464888632
RPL37A,0.610924006
RPS23,0.622484624
RPLP0,0.533831537
RPS3A,0.444879204
HSD11B2,-0.401031256
KIF22,-0.626402318
IL1B,0.396742404
DLGAP2,-1.097586393
CSGALNACT1,0.410927683
POLR2H,-0.52892983
DUSP4,0.504496694
CAMTA1,-0.533669353
B9D1,-0.446276695
FANCG,-0.29800114
PSMD13,-0.709588706
PSAT1,-0.376514912
ATP6V1E1,-0.406810939
HIP1,0.443841994
TRIB1,0.447835356
SCN3B,-0.775927544
MICU1,-0.260637492
BYSL,-0.312002927
MRPS16,-0.252108574
SLC26A3,-0.397930026
MAN1A2,0.675602734
NTSR2,-0.92481941
ANKS1A,0.376995116
APPL1,0.333100349
RPL21,0.582784057
VPS13A,0.325241387
APPBP2,0.382393181
DNTT,-0.301772147
DESI2,0.458276004
RPS12,0.606481373
GRK1,-1.050849557
MATN2,0.211324364
SPC25,0.476036608
PPP3CB,0.329324603
RPS3A,0.448875099
RPL6,0.421355605
PRPSAP2,0.326992899
RPS5,0.4799577
LRP3,-0.772957385
C1orf174,0.283848852
MECR,-0.741305709
GCAT,-0.596082389
GCDH,-0.429032177
ULBP1,-1.28842175
AAMP,-0.742515504
SFTPD,-0.714296103
EML4,0.444929928
IGF2BP2,0.425929755
ANKRD53,-1.303708196
DNM3,-0.617835641
PSMB6,-0.945374131
CDK17,0.470133334
RAB26,-1.429283261
NFKBIL1,-0.874253809
MAST2,-0.367860526
POLR2L,-0.507617891
TECR,-0.661741316
NDC1,0.506588042
SARAF,0.330248505
IFITM3,-0.380860448
SSX2IP,0.542346597
UPF2,0.557756305
DMXL1,0.268717229
MAN1A2,0.598407269
MSX2,-1.901920199
FSCN1,-0.654758453
SLC2A4,-1.88072598
CNTRL,0.481819242
VHL,-1.84157908
KRTAP1-3,-1.567206383
ABCD2,-0.895467281
SGF29,-0.894451857
LSM12,-0.458821863
FGF3,-0.740512133
IL12B,-1.36741972
ADPGK,0.361950099
FOLR3,-1.472426414
PACS1,-0.920034826
DBF4B,-0.922781885
SEPHS1,0.422054768
CKM,-0.730534911
PXN,-0.25748688
MYOT,-0.935513139
KLHL41,-0.569741726
HOXB8,-1.763846278
DLGAP2,-1.018481016
RXRG,-0.548296571
GADD45A,-0.316549271
CLIC5,-1.305724859
KCTD13,-0.552326262
SYNPO2L,-0.852897644
CASP3,-0.468163848
PRCC,-0.88151747
CDC25B,-0.185676172
INPP1,-0.191405073
EPHA4,0.247996315
NUDC,-0.65658319
ATP6V0A1,-0.6527794
NTN1,-1.247220278
SERPINB13,-0.962810993
CASP3,-0.625291407
RPN1,-0.216026276
ADCY2,-1.041949749
SST,-0.617457271
PRUNE2,-0.335081011
INPP1,-0.216134295
FOXC1,0.311435938
PRPH2,-0.863410532
PXN,-0.242746666
TINAGL1,-0.368673056
TUBB4A,-0.7739802
PYHIN1,-1.298619509
SEMA3B,-0.77899617
PSAT1,-0.387115836
ADAMTS12,-0.881572485
CHSY1,0.437853009
POLRMT,-0.428331256
NPY5R,-0.453955024
HOXA2,-0.500018179
MYO1E,-1.034965277
ST8SIA5,-1.098631144
THBD,0.352682889
TOMM34,0.275941968
CTBS,0.396765053
IFNA16,-1.720943809
UBE2N,0.399789691
IFNW1,-2.018690586
FKBP3,0.374470085
WRNIP1,-0.977946997
TRPC6,-0.799032807
BAG6,-0.662470341
RANGAP1,-0.622111976
OTUB1,-0.528757572
CORO1B,-0.543096125
MUS81,-0.537546575
PCYT1B,-0.749698997
PDPN,-0.900549233
HSD17B11,0.153358206
RFC5,0.197155222
MED21,0.404256552
CACNA1C,-1.560867906
CYSLTR1,-1.609858871
RFWD3,-0.452082872
ABCD2,-0.950512767
AKIP1,-0.691651165
MSX2,-1.941537142
PRICKLE3,-1.196745753
ZNF362,-1.101328135
PDE6C,-1.28114152
SLC22A5,0.452234417
PPARA,-1.458312273
SOX18,-0.786324263
OR3A1,-1.886362553
GRAP,-1.436005831
HCRTR1,-1.978747845
F13B,-0.687461376
BFAR,-0.563446045
ELOA2,-2.056248903
BET1L,-1.233192325
NACA2,-1.480726123
USP24,0.388685167
BET1L,-1.317886829
AKIP1,-0.721433938
MSH4,-1.167862654
MED23,0.378567338
SERPINB13,-1.037915707
ATP6V0C,-0.59940815
PDC,-1.164800167
BCL7C,-0.447207719
KRT36,-1.653495312
PPP1R3A,-1.361728907
MUSK,-1.904554486
ZFAND3,-0.391299725
RFC2,-0.987861097
SEPHS1,0.358588934
IRGC,-1.725080729
PSMD13,-0.713469982
BRD8,0.34017092
PPP4C,-1.095049977
ZNF91,-0.732305527
TOMM34,0.284352481
TMEM115,-0.658872485
KLF1,-0.606458783
AP1B1,-0.925061166
GUCY1B2,-1.253863096
FKBPL,-0.666939855
HSPG2,-0.757753253
UBR7,0.213739112
CETN3,0.621946871
DLG2,-1.440804482
TRMT2A,-1.302440047
UFD1,-0.67501837
SLC1A5,-0.619487762
RAB5C,-0.49336651
CDR2,0.386428773
SHCBP1,0.315023303
XRCC1,-0.773569942
PJA2,0.427839398
