names,logfoldchanges
TNFAIP2,0.157883018
RRP8,0.254101962
VGLL4,0.194217697
NBEA,-0.261445612
RELB,0.583770514
NFKBIA,0.23203449
PSMD9,0.208279371
TNIP1,0.145198286
EFR3A,-0.437219948
EIF3L,-0.405385703
FBRS,0.394123167
ITFG1,-0.434203148
HSPB1,0.378939897
PLAUR,0.203474879
HNRNPM,-0.231696382
XRCC5,-0.265385658
LPIN2,-0.257034004
RAP2B,-0.251240402
LRPAP1,-0.371775687
TRIM44,-0.227019385
SYK,-0.254063845
TAOK3,-0.25604859
LDLR,-0.277624249
RNASEL,-0.386072665
FAM168B,-0.322628975
GLE1,-0.440189838
NINJ1,-0.349126816
PNLIPRP2,0.269496322
DAP3,-0.25800553
CDK10,-0.284000337
TXNRD1,-0.122599646
SLC3A2,-0.353407443
WDR4,-0.307170749
SLIT2,-0.578885317
TNIP1,0.163167953
ZNF277,-0.354834437
TNFSF13,0.392420202
HIC2,-0.384603888
CD81,0.298755765
NUDCD3,0.279947132
TSPAN4,0.237870812
LRP2,-0.354085892
IGFBP7,-0.423665732
COG4,0.266040355
LAMP1,0.277200103
WIPF2,0.19081901
ZNF33B,-0.434701145
MST1R,0.206200391
PIP4K2A,0.180280536
MAP7D1,0.192617029
